id;ps;n_iter;initializer;sspace;selection_pressure;selection_method;mutation_prob;mutation_method;xo_prob;xo_method;has_elitism;allow_reproduction;score
49;30;4;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA09D8A0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA048C20>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA029B20>;False;False;9.223372036854776e+18
50;30;1;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA0CDB20>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA0CEFC0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223C9FC5A80>;False;False;5.8818707
51;10;1;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA029B20>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA05BEC0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA058FE0>;False;True;8.504746
52;50;4;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div, sub, mul, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000223CA09DDA0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA1007C0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA0CDB20>;False;False;9.223372036854776e+18
53;50;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA1831A0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA0E6700>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA1007C0>;True;False;1.1498266
54;100;1;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [mul, sub, add, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA110FE0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA113CE0>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA09DDA0>;False;True;0.9260823
55;50;1;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add, sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA12E5C0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA0E2DE0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA101300>;True;True;1.4063588
56;50;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA195260>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA05BEC0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA0E2DE0>;False;False;9.223372036854776e+18
57;30;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA0E1F80>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA12C9A0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA12E5C0>;False;False;9.223372036854776e+18
58;200;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div, mul, add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA11D580>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA110220>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA0AE520>;False;False;9.223372036854776e+18
59;10;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [sub, div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x00000223CA0E1120>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA09DDA0>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA112DE0>;False;False;9.223372036854776e+18
60;50;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x00000223CA1A2840>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA11F060>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA0CDB20>;True;True;1.070146
61;30;6;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA11E980>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA1A0F40>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA12E5C0>;False;True;9.223372036854776e+18
62;200;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, add, mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA1A8D60>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA157CE0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA1ABC40>;False;False;9.223372036854776e+18
63;30;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [mul, div, add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA18E480>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA0E1F80>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA11E980>;True;True;1.024427
64;10;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [mul, div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA1A8D60>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA09DDA0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA18D120>;False;True;1.9054693
65;30;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA264C20>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA1A0F40>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA18E480>;False;False;9.223372036854776e+18
66;10;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA18D120>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA267F60>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA112DE0>;True;True;2.0163746
67;10;1;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000223CA2845E0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA0E3D80>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA264C20>;True;False;8.504746
68;30;4;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA1A0F40>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA2871A0>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA18D120>;True;True;0.87224257
69;200;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, div, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA1B45E0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA1F1F80>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA2845E0>;True;True;0.6965653
70;10;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, div, mul, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA1D3740>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA2859E0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA1A0F40>;False;True;9.223372036854776e+18
71;200;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [mul, div, add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA2871A0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA0E3D80>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA1D1EE0>;False;True;2.8191586
72;30;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000223CA1A0F40>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA11E980>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA1D3740>;False;True;1.1033417
73;100;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA1D1EE0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA1F1F80>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA1B4AE0>;False;True;2.257481
74;30;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA2C6DE0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA2C74C0>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA1A0F40>;True;True;1.070146
75;10;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA11E980>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA22CD60>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA1D1EE0>;False;False;9.223372036854776e+18
76;30;1;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x00000223CA1F1F80>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA1B4AE0>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA2C6DE0>;False;True;1.3838575
77;10;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div, add, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA36A3E0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA33B1A0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA11E980>;True;True;1.1221262
78;30;4;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [add, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x00000223CA386340>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA36A3E0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA1F1F80>;True;True;2.6150773
79;10;1;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA353D80>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA387D80>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA397380>;False;True;3.367049
80;30;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA386E80>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA298680>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA386340>;False;True;9.223372036854776e+18
81;10;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA353CE0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA1F1F80>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA353D80>;True;False;1.8482386
82;10;1;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [add, div, sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA354C20>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA397380>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA386E80>;False;True;0.7959405
83;100;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div, sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA353D80>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA3558A0>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA353CE0>;False;False;9.223372036854776e+18
84;10;2;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [sub, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA298680>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA2FCD60>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA354C20>;True;True;13.997213
85;100;2;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [sub, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA353CE0>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA434400>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA353D80>;False;True;10.938217
86;30;1;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [sub, add, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000223CA448F40>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA397380>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA1F1F80>;False;True;9.223372036854776e+18
87;30;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA42F1A0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA353D80>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA353CE0>;False;True;9.223372036854776e+18
88;50;4;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA437380>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA357600>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA42EFC0>;True;True;1.2508895
89;200;4;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA42EE80>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA42D6C0>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA2FCD60>;False;False;9.223372036854776e+18
90;10;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000223CA42EFC0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA42EE80>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA42D6C0>;True;False;5.9097652
91;50;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [mul, div, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_tournament.<locals>.tournament at 0x00000223CA43E160>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA3FBBA0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA397380>;False;True;2.3374937
92;30;8;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [add, sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_double_tournament.<locals>.double_tournament at 0x00000223CA4A6480>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA43E160>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA42EFC0>;False;False;9.223372036854776e+18
93;10;8;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [mul, add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA4072E0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA4042C0>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA2FCD60>;True;False;3.5695794
94;200;6;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000223CA4DA3E0>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA44EFC0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA4A6480>;False;True;0.7105564
95;50;2;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA481440>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA4BF240>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA4072E0>;False;False;9.223372036854776e+18
96;100;2;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223F0C38310>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA4F32E0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA503BA0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA4DA3E0>;False;True;1.0870235
97;200;4;<function grow at 0x00000223C7A57D80>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x00000223CA4072E0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA42EFC0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA4B0220>;True;False;0.60578287
98;10;2;<function full at 0x00000223C7A57F60>;{'n_dims': 12, 'function_set': [div, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000223C7A85790>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x00000223CA3FBBA0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x00000223CA2FCD60>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x00000223CA4F32E0>;True;True;3.764317
