id;fold;val_score;representation
;0;tensor(0.1487, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.2982, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.8312, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.1686, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1426, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.1203, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.8032, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1277, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1390, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.1324, grad_fn=<SqrtBackward0>);repr
