id;fold;val_score;representation
;0;tensor(0.1436, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.1576, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.1754, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.1570, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1391, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.1227, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.1527, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1369, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1380, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.1490, grad_fn=<SqrtBackward0>);repr
