id;fold;val_score;representation
;0;tensor(3.6460, grad_fn=<SqrtBackward0>);repr
;1;tensor(3.2148, grad_fn=<SqrtBackward0>);repr
;2;tensor(3.2062, grad_fn=<SqrtBackward0>);repr
;3;tensor(3.0238, grad_fn=<SqrtBackward0>);repr
;4;tensor(3.7987, grad_fn=<SqrtBackward0>);repr
;5;tensor(2.8847, grad_fn=<SqrtBackward0>);repr
;6;tensor(3.2574, grad_fn=<SqrtBackward0>);repr
;7;tensor(3.6564, grad_fn=<SqrtBackward0>);repr
;8;tensor(3.3709, grad_fn=<SqrtBackward0>);repr
;9;tensor(3.2993, grad_fn=<SqrtBackward0>);repr
