id;fold;val_score;representation
;0;tensor(0.1529, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.1506, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.1278, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.1691, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1333, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.1239, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.1348, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1256, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1463, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.1369, grad_fn=<SqrtBackward0>);repr
