id;fold;val_score;representation
;0;tensor(0.1541, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.1654, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.1415, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.1584, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1422, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.1387, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.1550, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1387, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1329, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.1545, grad_fn=<SqrtBackward0>);repr
