id;fold;val_score;representation
;0;tensor(0.1771, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.1806, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.2135, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.2172, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1660, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.2066, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.1827, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1479, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1398, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.1921, grad_fn=<SqrtBackward0>);repr
