id;fold;val_score;representation
;0;tensor(2.0484, grad_fn=<SqrtBackward0>);repr
;1;tensor(1.9888, grad_fn=<SqrtBackward0>);repr
;2;tensor(2.0240, grad_fn=<SqrtBackward0>);repr
;3;tensor(1.8485, grad_fn=<SqrtBackward0>);repr
;4;tensor(1.9881, grad_fn=<SqrtBackward0>);repr
;5;tensor(1.7156, grad_fn=<SqrtBackward0>);repr
;6;tensor(2.0264, grad_fn=<SqrtBackward0>);repr
;7;tensor(2.7477, grad_fn=<SqrtBackward0>);repr
;8;tensor(1.6914, grad_fn=<SqrtBackward0>);repr
;9;tensor(1.6483, grad_fn=<SqrtBackward0>);repr
