id;fold;val_score;representation
;0;tensor(0.1907, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.1849, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.1686, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.2242, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1542, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.1599, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.1392, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1608, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1746, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.1707, grad_fn=<SqrtBackward0>);repr
