id;fold;val_score;representation
;0;tensor(0.1582, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.1796, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.1484, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.1629, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1360, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.1334, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.1643, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1549, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1556, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.1547, grad_fn=<SqrtBackward0>);repr
