id;fold;val_score;representation
;0;tensor(0.1451, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.1481, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.1326, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.1722, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1378, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.1213, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.1350, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1209, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1427, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.1348, grad_fn=<SqrtBackward0>);repr
