id;fold;val_score;representation
;0;tensor(0.1990, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.1626, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.3521, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.2511, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1903, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.1664, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.1712, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1861, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1414, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.2025, grad_fn=<SqrtBackward0>);repr
