id;fold;val_score;representation
;0;tensor(0.2022, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.2067, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.2036, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.2713, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1848, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.2356, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.2262, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.2331, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1634, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.2320, grad_fn=<SqrtBackward0>);repr
