generation;train_score;val_score
0;4.893194608165262;4.894087559705073
1;3.905269547775115;3.906482153384242
2;2.8775942469866305;2.89212537695108
3;2.7598900463473837;2.7343213961427852
4;2.2638722011912327;2.2435924240689094
5;1.2899747368676184;1.3045512926485356
6;1.1530880480616994;1.1315140029024227
7;0.2674241621675689;0.2549687593162666
8;0.1160107824750489;0.1122892138791683
9;0.1160107824750489;0.1122892138791683
10;0.1160107824750489;0.1122892138791683
11;0.08524538822901019;0.08148106393887165
12;0.08524538822901019;0.08148106393887165
13;0.06949478139132267;0.0657436836341739
14;0.06864662453175324;0.06488598525366183
15;0.06864662453175324;0.06488598525366183
16;0.06864662453175324;0.06488598525366183
17;0.06864662453175324;0.06488598525366183
18;0.06730041105036867;0.06343825078573867
19;0.06730041105036867;0.06343825078573867
20;0.06730041105036867;0.06343825078573867
21;0.06704462141600172;0.06398229149526169
22;0.06704462141600172;0.06398229149526169
23;0.06694424681400632;0.0636704009095507
24;0.06520065140693485;0.06169291032491187
25;0.06520065140693485;0.06169291032491187
26;0.06520065140693485;0.06169291032491187
27;0.06520065140693485;0.06169291032491187
28;0.06520065140693485;0.06169291032491187
29;0.06520065140693485;0.06169291032491187
30;0.06520065140693485;0.06169291032491187
31;0.06478096270366539;0.06110747712590128
32;0.06478096270366539;0.06110747712590128
33;0.06477312181948154;0.06110446914240674
34;0.06477312181948154;0.06110446914240674
35;0.06477312181948154;0.06110446914240674
36;0.06477312181948154;0.06110446914240674
37;0.06477312181948154;0.06110446914240674
38;0.06471662285456371;0.061088980570085744
39;0.06471662285456371;0.061088980570085744
40;0.06471662285456371;0.061088980570085744
41;0.06471662285456371;0.061088980570085744
42;0.06471662285456371;0.061088980570085744
43;0.06471662285456371;0.061088980570085744
44;0.06471662285456371;0.061088980570085744
45;0.06471662285456371;0.061088980570085744
46;0.06471662285456371;0.061088980570085744
47;0.06471662285456371;0.061088980570085744
48;0.06471662285456371;0.061088980570085744
49;0.06471662285456371;0.061088980570085744
50;0.06467564390011961;0.06161427552308016
51;0.06467564390011961;0.06161427552308016
52;0.06467564390011961;0.06161427552308016
53;0.06467564390011961;0.06161427552308016
54;0.06467564390011961;0.06161427552308016
55;0.06467564390011961;0.06161427552308016
56;0.06467564390011961;0.06161427552308016
57;0.06467564390011961;0.06161427552308016
58;0.06467564390011961;0.06161427552308016
