id;fold;best_score;best_generations
654;0;3.406597375869751;0
654;0;0.012639583088457584;1
654;0;0.024155041202902794;2
654;0;0.006541837938129902;3
654;0;0.005698674824088812;4
654;0;0.007638245355337858;5
654;0;0.008434691466391087;6
654;0;0.008033989928662777;7
654;0;0.00685808714479208;8
654;0;0.006866483483463526;9
654;0;0.06794083118438721;10
654;0;0.3719504475593567;11
654;0;0.015152577310800552;12
654;0;0.01256262231618166;13
654;0;0.01961921714246273;14
654;0;0.04316302761435509;15
654;0;0.15372663736343384;16
654;0;0.22421132028102875;17
654;0;0.04301225766539574;18
654;0;0.01741779036819935;19
654;0;0.023201458156108856;20
654;0;0.013322217389941216;21
654;0;0.06789834052324295;22
654;0;0.33692559599876404;23
654;0;0.08003714680671692;24
654;1;0.4590805768966675;0
654;1;0.5884222388267517;1
654;1;0.020053472369909286;2
654;1;0.010965485125780106;3
654;1;0.011178499087691307;4
654;1;0.012217549607157707;5
654;1;0.01353925745934248;6
654;1;0.015068731270730495;7
654;1;0.01672356203198433;8
654;1;0.018398743122816086;9
654;1;0.01997143030166626;10
654;1;0.021295815706253052;11
654;1;0.022245783358812332;12
654;1;0.023354431614279747;13
654;1;0.03277530521154404;14
654;1;0.11767527461051941;15
654;1;0.156467005610466;16
654;1;0.03744684159755707;17
654;1;0.04945511743426323;18
654;1;0.03943508863449097;19
654;1;0.10513794422149658;20
654;1;0.054321352392435074;21
654;1;0.03678597882390022;22
654;1;0.0724472850561142;23
654;1;0.23658794164657593;24
654;2;5.298665523529053;0
654;2;0.4239944815635681;1
654;2;0.08081118762493134;2
654;2;0.037025343626737595;3
654;2;0.02486378885805607;4
654;2;0.024424150586128235;5
654;2;0.03293453902006149;6
654;2;0.04963181912899017;7
654;2;0.07294207811355591;8
654;2;0.09961698204278946;9
654;2;0.1257384717464447;10
654;2;0.1484149843454361;11
654;2;0.16645944118499756;12
654;2;0.17997826635837555;13
654;2;0.18969427049160004;14
654;2;0.1964794546365738;15
654;2;0.20111817121505737;16
654;2;0.20422989130020142;17
654;2;0.20627056062221527;18
654;2;0.2075483500957489;19
654;2;0.20827318727970123;20
654;2;0.20858971774578094;21
654;2;0.2086188644170761;22
654;2;0.2084493488073349;23
654;2;0.20818348228931427;24
654;3;15.251073837280273;0
654;3;0.49692267179489136;1
654;3;0.05467686057090759;2
654;3;0.030520286411046982;3
654;3;0.0172139722853899;4
654;3;0.011271262541413307;5
654;3;0.008544055745005608;6
654;3;0.007334825117141008;7
654;3;0.006965236738324165;8
654;3;0.007163819391280413;9
654;3;0.007835526950657368;10
654;3;0.008948448114097118;11
654;3;0.010454317554831505;12
654;3;0.01223740167915821;13
654;3;0.01412791945040226;14
654;3;0.015969986096024513;15
654;3;0.017673730850219727;16
654;3;0.0192191731184721;17
654;3;0.020618686452507973;18
654;3;0.021912455558776855;19
654;3;0.023128163069486618;20
654;3;0.024321572855114937;21
654;3;0.025499969720840454;22
654;3;0.02677018940448761;23
654;3;0.028007369488477707;24
654;4;0.3953613340854645;0
654;4;0.041986607015132904;1
654;4;0.013638151809573174;2
654;4;0.01406185608357191;3
654;4;0.016725825145840645;4
654;4;0.019836777821183205;5
654;4;0.02301979251205921;6
654;4;0.026242807507514954;7
654;4;0.02937963604927063;8
654;4;0.03259529918432236;9
654;4;0.035914722830057144;10
654;4;0.03979095444083214;11
654;4;0.04396303370594978;12
654;4;0.04997318610548973;13
654;4;0.055478934198617935;14
654;4;0.06713603436946869;15
654;4;0.07312463968992233;16
654;4;0.09234535694122314;17
654;4;0.0954078808426857;18
654;4;0.10269755125045776;19
654;4;0.09468788653612137;20
654;4;0.0848613753914833;21
654;4;0.07573086023330688;22
654;4;0.0695750042796135;23
654;4;0.06576060503721237;24
