id;fold;best_score;best_generations
224;0;19.809843063354492;0
224;0;15.134690284729004;1
224;0;9.96718978881836;2
224;0;5.363633632659912;3
224;0;2.257169723510742;4
224;0;0.7488244771957397;5
224;0;0.22737355530261993;6
224;0;0.08169907331466675;7
224;0;0.037687741219997406;8
224;0;0.019890328869223595;9
224;0;0.011121048592031002;10
224;0;0.006725827697664499;11
224;0;0.004697868600487709;12
224;0;0.0038796032313257456;13
224;0;0.003609097795560956;14
224;0;0.0035515844356268644;15
224;0;0.00355992978438735;16
224;0;0.003578638192266226;17
224;0;0.00359428976662457;18
224;0;0.0036132452078163624;19
224;0;0.0036494957748800516;20
224;0;0.0037167388945817947;21
224;0;0.0038231322541832924;22
224;0;0.003966404125094414;23
224;0;0.004131462890654802;24
224;1;15.856233596801758;0
224;1;11.390661239624023;1
224;1;6.99973201751709;2
224;1;3.3481037616729736;3
224;1;1.157685399055481;4
224;1;0.3158104717731476;5
224;1;0.11111441999673843;6
224;1;0.06571348011493683;7
224;1;0.04728637635707855;8
224;1;0.0355282686650753;9
224;1;0.0270099900662899;10
224;1;0.020548423752188683;11
224;1;0.015560099855065346;12
224;1;0.011712958104908466;13
224;1;0.008801903575658798;14
224;1;0.0066877733916044235;15
224;1;0.005256522446870804;16
224;1;0.004391631111502647;17
224;1;0.003965297248214483;18
224;1;0.0038498647045344114;19
224;1;0.003936039283871651;20
224;1;0.0041404166258871555;21
224;1;0.004399266093969345;22
224;1;0.004661817569285631;23
224;1;0.0048920470289886;24
224;2;14.25515365600586;0
224;2;10.01894760131836;1
224;2;6.358442306518555;2
224;2;3.4930267333984375;3
224;2;1.6509779691696167;4
224;2;0.7191991209983826;5
224;2;0.3238371014595032;6
224;2;0.15895579755306244;7
224;2;0.08395731449127197;8
224;2;0.046661410480737686;9
224;2;0.02685195952653885;10
224;2;0.015876658260822296;11
224;2;0.00976497307419777;12
224;2;0.006530808284878731;13
224;2;0.005024889949709177;14
224;2;0.004494560416787863;15
224;2;0.004447805229574442;16
224;2;0.0046004438772797585;17
224;2;0.004814454820007086;18
224;2;0.005028503481298685;19
224;2;0.005212662275880575;20
224;2;0.005353971850126982;21
224;2;0.005453441757708788;22
224;2;0.0055199782364070415;23
224;2;0.005563420243561268;24
224;3;15.316943168640137;0
224;3;9.703017234802246;1
224;3;4.9525957107543945;2
224;3;1.8958489894866943;3
224;3;0.5772839188575745;4
224;3;0.2050991952419281;5
224;3;0.105026476085186;6
224;3;0.061662450432777405;7
224;3;0.037407033145427704;8
224;3;0.02354375272989273;9
224;3;0.015567661263048649;10
224;3;0.010825354605913162;11
224;3;0.007915237918496132;12
224;3;0.006155350245535374;13
224;3;0.005182784982025623;14
224;3;0.004749463405460119;15
224;3;0.0046695624478161335;16
224;3;0.004826787859201431;17
224;3;0.005171478260308504;18
224;3;0.005691046826541424;19
224;3;0.006373238749802113;20
224;3;0.007182339671999216;21
224;3;0.008053410798311234;22
224;3;0.008904434740543365;23
224;3;0.009660499170422554;24
224;4;15.781510353088379;0
224;4;9.875958442687988;1
224;4;5.120780944824219;2
224;4;2.0868186950683594;3
224;4;0.7188813090324402;4
224;4;0.2797575891017914;5
224;4;0.1465609073638916;6
224;4;0.09175392985343933;7
224;4;0.062144119292497635;8
224;4;0.044070545583963394;9
224;4;0.032274749130010605;10
224;4;0.024150611832737923;11
224;4;0.018281780183315277;12
224;4;0.013899988494813442;13
224;4;0.010610247030854225;14
224;4;0.008204957470297813;15
224;4;0.006539240013808012;16
224;4;0.005472701974213123;17
224;4;0.00486288545653224;18
224;4;0.004585730843245983;19
224;4;0.004555944353342056;20
224;4;0.0047185542061924934;21
224;4;0.005016140174120665;22
224;4;0.005374339409172535;23
224;4;0.0057216533459723;24
