id;fold;best_score;best_generations
261;0;21.928020477294922;0
261;0;21.927867889404297;1
261;0;21.927705764770508;2
261;0;21.927539825439453;3
261;0;21.927366256713867;4
261;0;21.927188873291016;5
261;0;21.927001953125;6
261;0;21.92681312561035;7
261;0;21.926620483398438;8
261;0;21.926420211791992;9
261;0;21.92621421813965;10
261;0;21.926006317138672;11
261;0;21.925790786743164;12
261;0;21.925569534301758;13
261;0;21.92534828186035;14
261;0;21.925119400024414;15
261;0;21.924888610839844;16
261;0;21.924652099609375;17
261;0;21.924409866333008;18
261;0;21.924165725708008;19
261;0;21.923917770385742;20
261;0;21.923664093017578;21
261;0;21.92340660095215;22
261;0;21.92314910888672;23
261;0;21.922883987426758;24
261;0;21.92261505126953;25
261;0;21.922344207763672;26
261;0;21.922069549560547;27
261;0;21.921789169311523;28
261;0;21.921510696411133;29
261;0;21.921222686767578;30
261;0;21.920934677124023;31
261;0;21.920642852783203;32
261;0;21.92034912109375;33
261;0;21.9200496673584;34
261;0;21.919748306274414;35
261;0;21.919443130493164;36
261;0;21.919137954711914;37
261;0;21.9188232421875;38
261;0;21.91851234436035;39
261;0;21.918193817138672;40
261;0;21.91787338256836;41
261;0;21.917551040649414;42
261;0;21.917224884033203;43
261;0;21.91689682006836;44
261;0;21.916563034057617;45
261;0;21.916229248046875;46
261;0;21.915891647338867;47
261;0;21.915552139282227;48
261;0;21.91520881652832;49
261;0;21.914865493774414;50
261;0;21.91451644897461;51
261;0;21.91416358947754;52
261;0;21.9138126373291;53
261;0;21.9134578704834;54
261;0;21.913097381591797;55
261;0;21.912734985351562;56
261;0;21.912372589111328;57
261;0;21.912006378173828;58
261;0;21.911636352539062;59
261;0;21.911266326904297;60
261;0;21.910890579223633;61
261;0;21.9105167388916;62
261;0;21.910139083862305;63
261;0;21.909757614135742;64
261;0;21.909374237060547;65
261;0;21.90898895263672;66
261;0;21.908601760864258;67
261;0;21.908212661743164;68
261;0;21.907817840576172;69
261;0;21.90742301940918;70
261;0;21.907026290893555;71
261;0;21.906627655029297;72
261;0;21.906227111816406;73
261;0;21.90582275390625;74
261;0;21.90541648864746;75
261;0;21.90500831604004;76
261;0;21.904598236083984;77
261;0;21.90418815612793;78
261;0;21.903772354125977;79
261;0;21.903356552124023;80
261;0;21.902936935424805;81
261;0;21.902515411376953;82
261;0;21.9020938873291;83
261;0;21.901668548583984;84
261;0;21.901241302490234;85
261;0;21.90081214904785;86
261;0;21.900381088256836;87
261;0;21.899948120117188;88
261;0;21.899511337280273;89
261;0;21.89907455444336;90
261;0;21.898635864257812;91
261;0;21.898197174072266;92
261;0;21.89775276184082;93
261;0;21.897310256958008;94
261;0;21.896862030029297;95
261;0;21.896411895751953;96
261;0;21.895963668823242;97
261;0;21.895509719848633;98
261;0;21.895057678222656;99
261;0;21.89459991455078;100
261;0;21.894140243530273;101
261;0;21.8936824798584;102
261;0;21.893220901489258;103
261;0;21.892759323120117;104
261;0;21.892292022705078;105
261;0;21.891822814941406;106
261;0;21.891353607177734;107
261;0;21.890884399414062;108
261;0;21.890411376953125;109
261;0;21.889938354492188;110
261;0;21.889463424682617;111
261;0;21.88898468017578;112
261;0;21.888504028320312;113
261;0;21.88802146911621;114
261;0;21.887540817260742;115
261;0;21.887056350708008;116
261;0;21.886571884155273;117
261;0;21.886083602905273;118
261;0;21.885591506958008;119
261;0;21.885101318359375;120
261;0;21.88460922241211;121
261;0;21.884113311767578;122
261;0;21.883617401123047;123
261;0;21.88311767578125;124
261;0;21.882619857788086;125
261;0;21.882118225097656;126
261;0;21.881616592407227;127
261;0;21.881113052368164;128
261;0;21.880605697631836;129
261;0;21.88010025024414;130
261;0;21.87959098815918;131
261;0;21.879077911376953;132
261;0;21.878568649291992;133
261;0;21.878053665161133;134
261;0;21.877538681030273;135
261;0;21.87702178955078;136
261;0;21.87650489807129;137
261;0;21.87598419189453;138
261;0;21.875463485717773;139
261;0;21.87493896484375;140
261;0;21.874414443969727;141
261;0;21.87388801574707;142
261;0;21.873363494873047;143
261;0;21.872835159301758;144
261;0;21.872303009033203;145
261;0;21.87177085876465;146
261;0;21.871240615844727;147
261;0;21.870702743530273;148
261;0;21.870166778564453;149
261;0;21.869630813598633;150
261;0;21.869091033935547;151
261;0;21.868549346923828;152
261;0;21.868009567260742;153
261;0;21.867464065551758;154
261;0;21.866920471191406;155
261;0;21.866374969482422;156
261;0;21.865827560424805;157
261;0;21.865276336669922;158
261;0;21.864727020263672;159
261;0;21.86417579650879;160
261;0;21.863622665405273;161
261;0;21.86307144165039;162
261;0;21.862512588500977;163
261;0;21.861955642700195;164
261;0;21.86139678955078;165
261;0;21.860837936401367;166
261;0;21.86027717590332;167
261;0;21.859716415405273;168
261;0;21.85915184020996;169
261;0;21.858585357666016;170
261;0;21.858016967773438;171
261;0;21.857450485229492;172
261;0;21.856882095336914;173
261;0;21.856311798095703;174
261;0;21.85573959350586;175
261;0;21.855165481567383;176
261;0;21.85459327697754;177
261;0;21.85401725769043;178
261;0;21.853439331054688;179
261;0;21.852861404418945;180
261;0;21.852283477783203;181
261;0;21.851701736450195;182
261;0;21.851119995117188;183
261;0;21.850536346435547;184
261;0;21.849950790405273;185
261;0;21.849365234375;186
261;0;21.848779678344727;187
261;0;21.848190307617188;188
261;0;21.84760284423828;189
261;0;21.84701156616211;190
261;0;21.846420288085938;191
261;0;21.845827102661133;192
261;0;21.845232009887695;193
261;0;21.844635009765625;194
261;0;21.844039916992188;195
261;0;21.843442916870117;196
261;0;21.84284210205078;197
261;0;21.84224510192871;198
261;0;21.841642379760742;199
261;0;21.841039657592773;200
261;0;21.840435028076172;201
261;0;21.83983039855957;202
261;0;21.83922576904297;203
261;0;21.8386173248291;204
261;0;21.8380069732666;205
261;0;21.837398529052734;206
261;0;21.836788177490234;207
261;0;21.8361759185791;208
261;0;21.83556365966797;209
261;0;21.83494758605957;210
261;0;21.834335327148438;211
261;0;21.833717346191406;212
261;0;21.833099365234375;213
261;0;21.832483291625977;214
261;0;21.831863403320312;215
261;0;21.831241607666016;216
261;0;21.830615997314453;217
261;0;21.829994201660156;218
261;0;21.82937240600586;219
261;0;21.828746795654297;220
261;0;21.8281192779541;221
261;0;21.827491760253906;222
261;0;21.826862335205078;223
261;0;21.82623291015625;224
261;0;21.825603485107422;225
261;0;21.824970245361328;226
261;0;21.824337005615234;227
261;0;21.823701858520508;228
261;0;21.823068618774414;229
261;0;21.822433471679688;230
261;0;21.821794509887695;231
261;0;21.821155548095703;232
261;0;21.820520401000977;233
261;0;21.81987762451172;234
261;0;21.819236755371094;235
261;0;21.818592071533203;236
261;0;21.817951202392578;237
261;0;21.817306518554688;238
261;0;21.816659927368164;239
261;0;21.816015243530273;240
261;0;21.815366744995117;241
261;0;21.814716339111328;242
261;0;21.814067840576172;243
261;0;21.813417434692383;244
261;0;21.81276512145996;245
261;0;21.81211280822754;246
261;0;21.811460494995117;247
261;0;21.810806274414062;248
261;0;21.810148239135742;249
261;1;24.409141540527344;0
261;1;24.40897560119629;1
261;1;24.40880012512207;2
261;1;24.408618927001953;3
261;1;24.408430099487305;4
261;1;24.408235549926758;5
