id;epoch;train_loss
8;0;20.479982614517212
8;1;19.580312728881836
8;2;18.702524423599243
8;3;17.843603372573853
8;4;17.003892242908478
8;5;16.1837038397789
8;6;15.383361518383026
8;7;14.603221356868744
8;8;13.843653321266174
8;9;13.1050306558609
8;10;12.387714385986328
8;11;11.6920405626297
8;12;11.018314063549042
8;13;10.366804003715515
8;14;9.73773592710495
8;15;9.131292700767517
8;16;8.547613769769669
8;17;7.986792296171188
8;18;7.44887587428093
8;19;6.933866888284683
8;20;6.441720336675644
8;21;5.972345054149628
8;22;5.525599017739296
8;23;5.101291388273239
8;24;4.699180647730827
8;25;4.318972423672676
8;26;3.9603225588798523
8;27;3.6228326708078384
8;28;3.306055538356304
8;29;3.009493462741375
8;30;2.7326008677482605
8;31;2.4747870787978172
8;32;2.2354206442832947
8;33;2.0138285979628563
8;34;1.8093049935996532
8;35;1.6211117506027222
8;36;1.448485929518938
8;37;1.2906444557011127
8;38;1.1467878483235836
8;39;1.016108339652419
8;40;0.8977942653000355
8;41;0.7910364791750908
8;42;0.6950333006680012
8;43;0.6089965142309666
8;44;0.53215625975281
8;45;0.4637659601867199
8;46;0.4031062866561115
8;47;0.34948861598968506
8;48;0.3022579778917134
8;49;0.2607954195700586
8;50;0.22451999271288514
8;51;0.19288934348151088
8;52;0.16540036466903985
8;53;0.1415888456394896
8;54;0.12102946324739605
8;55;0.1033343548187986
8;56;0.08815146528650075
8;57;0.07516369718359783
8;58;0.0640865585883148
8;59;0.05466566578252241
8;60;0.04667567079013679
8;61;0.03991694521391764
8;62;0.03421407260611886
8;63;0.029413433876470663
8;64;0.025381064391694963
8;65;0.022000741151714465
8;66;0.01917202393451589
8;67;0.0168085173036161
8;68;0.014836073034530273
8;69;0.013191487487574705
8;70;0.011820990624983096
8;71;0.010678976857946054
8;72;0.009726986147029493
8;73;0.008932647877372801
8;74;0.008268819152817741
8;75;0.007712830630225653
8;76;0.0072458138201909605
8;77;0.006852072867332026
8;78;0.0065186127731067245
8;79;0.00623470867958531
8;80;0.005991572094444564
8;81;0.005781930588454998
8;82;0.005599853810508648
8;83;0.005440475457817229
8;84;0.005299826475948066
8;85;0.005174699477265676
8;86;0.005062451720732497
8;87;0.004960952066085156
8;88;0.004868450329240659
8;89;0.004783547236911545
8;90;0.00470509911156114
8;91;0.004632177477333244
8;92;0.004564017889947536
8;93;0.004499998541973582
8;94;0.004439620966081748
8;95;0.004382470154780549
8;96;0.00432819544727181
8;97;0.004276516698382693
8;98;0.00422718761980434
8;99;0.00418002404946094
8;100;0.004134850926121203
8;101;0.0040915238433285595
8;102;0.004049921286437552
8;103;0.004009931164674185
8;104;0.003971472412558796
8;105;0.003934444297783557
8;106;0.0038987945556527848
8;107;0.0038644428560132837
8;108;0.003831330331195204
8;109;0.003799407538735977
8;110;0.0037686292400849197
8;111;0.0037389483188690065
8;112;0.00371030908377179
8;113;0.0036826911427851883
8;114;0.003656042604234244
8;115;0.003630342842598111
8;116;0.0036055503996976768
8;117;0.0035816325485029665
8;118;0.003558568084372382
8;119;0.003536326294124592
8;120;0.0035148725810358883
8;121;0.0034941899166369694
8;122;0.003474259495305887
8;123;0.0034550355589999526
8;124;0.0034365216197329573
8;125;0.0034186814523309295
8;126;0.003401491355361941
8;127;0.0033849415685835993
8;128;0.0033690048376229242
8;129;0.0033536652736074757
8;130;0.0033388997489964822
8;131;0.0033246973225686816
8;132;0.0033110325784946326
8;133;0.0032978950921460637
8;134;0.003285255848822999
8;135;0.0032731157953094225
8;136;0.003261442097937106
8;137;0.0032502294716323377
8;138;0.0032394609797847806
8;139;0.003229121045478678
8;140;0.0032191920108743943
8;141;0.003209662997505802
8;142;0.003200519541678659
8;143;0.0031917479791445658
8;144;0.0031833352077228483
8;145;0.003175268729137315
8;146;0.0031675294585511438
8;147;0.003160117861625622
8;148;0.0031530090564046986
8;149;0.0031461956350540277
8;150;0.0031396734830195783
8;151;0.003133423873805441
8;152;0.0031274335124180652
8;153;0.0031216969655361027
8;154;0.0031162018622126197
8;155;0.0031109452447708463
8;156;0.003105905187112512
8;157;0.003101081594650168
8;158;0.003096462774919928
8;159;0.0030920375284040347
8;160;0.003087795421379269
8;161;0.0030837395370326703
8;162;0.0030798523202975048
8;163;0.003076122531638248
8;164;0.0030725497599632945
8;165;0.0030691292486153543
8;166;0.0030658426530862926
8;167;0.0030626962216047104
8;168;0.003059673848838429
8;169;0.0030567706689907936
8;170;0.0030539886920450954
8;171;0.0030513152341882233
8;172;0.0030487427993648453
8;173;0.003046273712243419
8;174;0.0030438934609264834
8;175;0.0030416021836572327
8;176;0.0030393962624657433
8;177;0.0030372689507203177
8;178;0.003035211522728787
8;179;0.0030332304759213002
8;180;0.0030313127645058557
8;181;0.003029460329344147
8;182;0.003027669250514009
8;183;0.003025934605830116
8;184;0.0030242457360145636
8;185;0.003022607896127738
8;186;0.0030210198456188664
8;187;0.0030194695318641607
8;188;0.0030179641435097437
8;189;0.0030165006246534176
8;190;0.003015068439708557
8;191;0.0030136645182210486
8;192;0.0030123005890345667
8;193;0.0030109643357718596
8;194;0.0030096566788415657
