id;fold;val_score;representation
18;0;tensor(0.1483);[add, div, div, 1, 3, add, div, div, 1, 3, add, div, div, 1, 3, add, div, 3, 3, tensor(-0.3685), div, 3, 3, div, div, div, 1, 3, add, div, 3, 3, tensor(-0.3685), add, div, 3, 3, tensor(-0.3685), add, div, 3, 3, add, div, div, 1, 3, div, 1, 3, div, div, 1, 3, div, 1, 3]
18;1;tensor(0.1450);[add, div, add, add, 5, add, 5, 3, 5, add, add, add, add, div, 0, tensor(-0.2561), div, 5, 11, add, add, div, 0, tensor(-0.2561), div, 5, 11, div, tensor(-0.2942), tensor(-0.2561), 3, add, add, div, tensor(-0.2942), div, 0, tensor(-0.2561), div, tensor(-0.2942), tensor(-0.2561), add, div, tensor(-0.2561), 11, add, div, 5, 11, add, div, 5, 11, div, tensor(-0.2561), tensor(-0.2561), add, div, tensor(-0.2942), tensor(-0.2561), div, tensor(-0.2942), tensor(-0.2561)]
18;2;tensor(0.1409);[add, div, div, add, add, add, 2, 4, div, add, div, 1, 0, 4, add, 2, 4, div, add, 4, 4, add, tensor(-0.3685), 4, add, tensor(-0.6031), 2, add, div, 1, 0, 0, add, div, add, div, add, add, 2, 4, 4, add, tensor(-0.3685), add, tensor(-0.3685), add, 4, tensor(-0.3685), 4, add, div, 8, add, 0, 4, add, 4, tensor(-0.3685), div, add, add, add, 2, 4, div, 10, 9, 4, add, tensor(-0.3685), add, 4, tensor(-0.3685)]
18;3;tensor(0.1421);[add, div, div, 1, 3, add, add, add, div, 1, 3, div, div, 1, 3, div, 2, tensor(-0.2942), div, add, div, div, 3, 5, 3, div, 3, 3, 1, div, add, div, div, 3, 5, 3, div, div, div, 1, 3, 3, 3, 1, add, div, 2, div, 3, 5, add, div, div, div, 3, 5, add, tensor(-0.6031), 2, div, 3, 5, add, div, 3, 3, div, 3, 3]
18;4;tensor(0.2355);[add, div, div, div, div, div, div, 1, 3, 6, div, 1, 3, div, 1, 3, div, 1, 3, add, add, div, 1, 3, div, 1, 3, add, add, add, div, 1, 3, div, div, 1, 3, div, 1, 3, div, div, 1, 3, div, 1, 3, add, div, 1, 3, div, div, 1, 3, div, div, 1, 3, 3, add, add, div, 1, 3, div, div, 1, 3, div, 1, 3, add, div, 1, 3, div, div, 1, 3, div, 1, 3]
18;5;tensor(0.1647);[div, tensor(0.9364), tensor(0.2757)]
18;6;tensor(0.2370);[add, div, div, div, div, 1, add, tensor(-0.6031), 2, add, add, add, 4, tensor(-0.3685), tensor(-0.6031), add, 4, tensor(-0.3685), add, tensor(-0.6031), 2, add, tensor(-0.6031), 2, add, div, add, div, div, 10, 9, 3, 3, 3, add, div, add, add, add, add, tensor(-0.6031), 2, tensor(-0.3685), tensor(-0.3685), add, 2, 3, 3, div, div, div, 1, add, tensor(-0.6031), 2, add, add, tensor(-0.6031), 2, add, add, 4, tensor(-0.3685), div, 10, 9, add, div, div, add, 2, 1, add, tensor(-0.6031), 2, add, 4, tensor(-0.3685), tensor(-0.6031)]
18;7;tensor(0.3182);[add, add, div, add, add, add, 8, 2, add, add, 8, 2, div, 1, 0, div, 10, div, 10, 2, 1, div, 10, 2, add, div, add, 2, 3, add, add, 2, add, add, 2, 4, 8, add, add, 2, add, add, 2, 4, 8, add, add, 8, 2, add, add, 8, 2, div, 1, 0, div, add, add, add, add, 8, 2, div, 1, 0, add, div, 10, div, 10, 2, 2, add, 8, 8, 1]
18;8;tensor(0.3086);[add, add, div, add, add, div, 10, div, 1, 0, add, 2, div, 1, 0, div, div, 10, 6, add, 5, 3, 1, div, 10, 6, add, div, add, 5, 3, add, add, div, 3, add, 2, 4, 4, add, add, add, add, 2, 4, 8, 2, div, add, 2, 1, 0, div, add, div, 1, add, 2, 4, add, div, 10, div, 1, 0, add, 2, div, 1, 0, 1]
18;9;tensor(0.1466);[add, div, 1, add, add, 4, tensor(-0.3685), 1, add, div, add, add, div, add, tensor(-0.2561), add, 2, 4, add, 4, tensor(-0.3685), add, add, 4, tensor(-0.3685), add, 4, tensor(-0.3685), add, 4, tensor(-0.3685), add, add, add, 4, tensor(-0.3685), tensor(-0.3685), add, 2, add, 4, tensor(-0.3685), div, 1, add, add, div, 8, tensor(-0.2561), tensor(-0.3685), 1]
