id;fold;val_score;representation
7;0;tensor(0.7101);[div, div, 6, div, 2, 2, div, 2, 2]
7;1;tensor(0.6853);[div, div, 6, div, 2, 2, div, 2, 2]
7;2;tensor(0.7112);[div, div, 6, div, 2, 2, div, 2, 2]
7;3;tensor(0.7135);[div, div, 6, div, 2, 2, div, 2, 2]
7;4;tensor(0.6983);[div, div, 6, div, 2, 2, div, 2, 2]
7;5;tensor(0.6917);[div, div, 6, div, 2, 2, div, 2, 2]
7;6;tensor(0.7054);[6]
7;7;tensor(0.7023);[div, div, 6, div, 2, 2, div, 2, 2]
7;8;tensor(0.6946);[6]
7;9;tensor(0.7054);[div, 6, div, 2, 2]
