id;fold;val_score;representation
1;0;tensor(0.0612, dtype=torch.float64);[tensor(4.8896)]
1;1;tensor(0.0668, dtype=torch.float64);[tensor(4.8896)]
1;2;tensor(0.0636, dtype=torch.float64);[tensor(4.8896)]
1;3;tensor(0.0550, dtype=torch.float64);[tensor(4.8896)]
1;4;tensor(0.0699, dtype=torch.float64);[tensor(4.8896)]
1;5;tensor(0.0691, dtype=torch.float64);[tensor(4.8896)]
1;6;tensor(0.0621, dtype=torch.float64);[tensor(4.8896)]
1;7;tensor(0.0608, dtype=torch.float64);[tensor(4.8896)]
1;8;tensor(0.0655, dtype=torch.float64);[tensor(4.8896)]
1;9;tensor(0.0695, dtype=torch.float64);[tensor(4.8896)]
