id;fold;val_score;representation
1;0;tensor(2.4448);"[[tensor([[-12.1699],
        [-12.5936],
        [ -0.8653],
        [  8.5722],
        [ -3.4749],
        [-25.5140],
        [-13.6658],
        [-15.7562],
        [ -8.6642],
        [  0.6890],
        [  0.1717],
        [  6.8224]]), tensor([[-0.4896]])], [tensor([-1.3198]), tensor([2.6903])]]"
1;1;tensor(2.4420);"[[tensor([[-12.1699],
        [-12.5936],
        [ -0.8653],
        [  8.5722],
        [ -3.4749],
        [-25.5140],
        [-13.6658],
        [-15.7562],
        [ -8.6642],
        [  0.6890],
        [  0.1717],
        [  6.8224]]), tensor([[-0.4896]])], [tensor([-1.3198]), tensor([2.6903])]]"
1;2;tensor(2.4481);"[[tensor([[-12.1699],
        [-12.5936],
        [ -0.8653],
        [  8.5722],
        [ -3.4749],
        [-25.5140],
        [-13.6658],
        [-15.7562],
        [ -8.6642],
        [  0.6890],
        [  0.1717],
        [  6.8224]]), tensor([[-0.4896]])], [tensor([-1.3198]), tensor([2.6903])]]"
1;3;tensor(2.4492);"[[tensor([[-12.1699],
        [-12.5936],
        [ -0.8653],
        [  8.5722],
        [ -3.4749],
        [-25.5140],
        [-13.6658],
        [-15.7562],
        [ -8.6642],
        [  0.6890],
        [  0.1717],
        [  6.8224]]), tensor([[-0.4896]])], [tensor([-1.3198]), tensor([2.6903])]]"
1;4;tensor(2.4453);"[[tensor([[-12.1699],
        [-12.5936],
        [ -0.8653],
        [  8.5722],
        [ -3.4749],
        [-25.5140],
        [-13.6658],
        [-15.7562],
        [ -8.6642],
        [  0.6890],
        [  0.1717],
        [  6.8224]]), tensor([[-0.4896]])], [tensor([-1.3198]), tensor([2.6903])]]"
1;5;tensor(2.4488);"[[tensor([[-12.1699],
        [-12.5936],
        [ -0.8653],
        [  8.5722],
        [ -3.4749],
        [-25.5140],
        [-13.6658],
        [-15.7562],
        [ -8.6642],
        [  0.6890],
        [  0.1717],
        [  6.8224]]), tensor([[-0.4896]])], [tensor([-1.3198]), tensor([2.6903])]]"
1;6;tensor(2.4449);"[[tensor([[-12.1699],
        [-12.5936],
        [ -0.8653],
        [  8.5722],
        [ -3.4749],
        [-25.5140],
        [-13.6658],
        [-15.7562],
        [ -8.6642],
        [  0.6890],
        [  0.1717],
        [  6.8224]]), tensor([[-0.4896]])], [tensor([-1.3198]), tensor([2.6903])]]"
1;7;tensor(2.4458);"[[tensor([[-12.1699],
        [-12.5936],
        [ -0.8653],
        [  8.5722],
        [ -3.4749],
        [-25.5140],
        [-13.6658],
        [-15.7562],
        [ -8.6642],
        [  0.6890],
        [  0.1717],
        [  6.8224]]), tensor([[-0.4896]])], [tensor([-1.3198]), tensor([2.6903])]]"
1;8;tensor(2.4456);"[[tensor([[-12.1699],
        [-12.5936],
        [ -0.8653],
        [  8.5722],
        [ -3.4749],
        [-25.5140],
        [-13.6658],
        [-15.7562],
        [ -8.6642],
        [  0.6890],
        [  0.1717],
        [  6.8224]]), tensor([[-0.4896]])], [tensor([-1.3198]), tensor([2.6903])]]"
1;9;tensor(2.4467);"[[tensor([[-12.1699],
        [-12.5936],
        [ -0.8653],
        [  8.5722],
        [ -3.4749],
        [-25.5140],
        [-13.6658],
        [-15.7562],
        [ -8.6642],
        [  0.6890],
        [  0.1717],
        [  6.8224]]), tensor([[-0.4896]])], [tensor([-1.3198]), tensor([2.6903])]]"
