id;ps;n_iter;initializer;sspace;selection_pressure;selection_method;mutation_prob;mutation_method;xo_prob;xo_method;has_elitism;allow_reproduction;score
11;25;250;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109197B66D0>, 'p_constants': 0.3, 'max_init_depth': 4, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000001091B786480>;0.5;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x000001091B04CC20>;0.05;<function swap_xo at 0x000001091A11A2A0>;True;True;0.73706305
12;100;50;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.2, 'max_init_depth': 5, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000001091BB3EDE0>;0.15;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091B789E40>;0.2;<function swap_xo at 0x000001091A11A2A0>;True;True;0.98265934
13;1000;25;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109197B66D0>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_double_tournament.<locals>.double_tournament at 0x000001091BD6A020>;0.05;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091B8EC220>;0.05;<function swap_xo at 0x000001091A11A2A0>;True;True;0.56001025
14;50;250;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [add, sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.2, 'max_init_depth': 2, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x000001091BD889A0>;0.1;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091BB6C4A0>;0.9;<function swap_xo at 0x000001091A11A2A0>;True;True;0.7585105
15;100;250;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [div, add, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001091A134950>, 'p_constants': 0.1, 'max_init_depth': 5, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_double_tournament.<locals>.double_tournament at 0x000001091C104680>;0.2;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091BD889A0>;0.2;<function swap_xo at 0x000001091A11A2A0>;False;True;0.60523367
16;500;100;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x000001091C338FE0>;0.1;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091C107060>;0.8;<function swap_xo at 0x000001091A11A2A0>;False;True;0.5326294
17;1000;250;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [add, mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001091A134950>, 'p_constants': 0.2, 'max_init_depth': 5, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_double_tournament.<locals>.double_tournament at 0x000001091C311940>;0.05;<function prm_point_mtn.<locals>.point_mtn at 0x000001091C104400>;0.8;<function swap_xo at 0x000001091A11A2A0>;False;False;0.5297235
18;100;250;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [div, add, sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_double_tournament.<locals>.double_tournament at 0x000001091CFA49A0>;0.15;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091C13F6A0>;0.05;<function swap_xo at 0x000001091A11A2A0>;False;False;0.7565597
19;100;100;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001091A134950>, 'p_constants': 0.1, 'max_init_depth': 5, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x000001091D643560>;0.15;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091C36E3E0>;0.7;<function swap_xo at 0x000001091A11A2A0>;True;False;0.5777529
20;100;100;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [mul, sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109197B66D0>, 'p_constants': 0.05, 'max_init_depth': 2, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x000001091D390C20>;0.2;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091D11FC40>;0.2;<function swap_xo at 0x000001091A11A2A0>;False;False;0.6945675
21;50;100;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001091A134950>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x000001091D6A71A0>;0.05;<function prm_point_mtn.<locals>.point_mtn at 0x000001091CF342C0>;0.8;<function swap_xo at 0x000001091A11A2A0>;False;False;109.59187
22;500;25;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [div, sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_double_tournament.<locals>.double_tournament at 0x000001091DA3D300>;0.05;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091D6A6660>;0.5;<function swap_xo at 0x000001091A11A2A0>;True;True;0.74069226
23;50;250;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [div, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001091A134950>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000001091DB504A0>;0.1;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x000001091D709120>;0.2;<function swap_xo at 0x000001091A11A2A0>;True;True;1.0379407
24;500;250;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109197B66D0>, 'p_constants': 0.3, 'max_init_depth': 4, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000001091DCFCF40>;0.1;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091DB4C0E0>;0.2;<function swap_xo at 0x000001091A11A2A0>;False;True;0.6236211
25;1000;50;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [mul, div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001091A134950>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_double_tournament.<locals>.double_tournament at 0x000001091E330180>;0.5;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091DEEFA60>;0.2;<function swap_xo at 0x000001091A11A2A0>;True;True;0.54068387
26;25;250;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.05, 'max_init_depth': 4, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x000001091DD0B1A0>;0.05;<function prm_point_mtn.<locals>.point_mtn at 0x000001091E0B0CC0>;0.5;<function swap_xo at 0x000001091A11A2A0>;False;True;7.378697629483821e+18
27;25;50;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109197B66D0>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x000001091E5EBBA0>;0.05;<function prm_point_mtn.<locals>.point_mtn at 0x000001091E0B3240>;0.8;<function swap_xo at 0x000001091A11A2A0>;True;False;0.6365659
28;50;50;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x000001091E59BC40>;0.1;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091E402160>;0.05;<function swap_xo at 0x000001091A11A2A0>;False;False;0.73226297
29;100;250;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [mul, add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001091A134950>, 'p_constants': 0.3, 'max_init_depth': 5, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000001091E7B2200>;0.2;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x000001091E6A5800>;0.5;<function swap_xo at 0x000001091A11A2A0>;False;False;836.8862
30;250;50;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [mul, sub, div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001091A134950>, 'p_constants': 0.3, 'max_init_depth': 2, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x000001091EAA4720>;0.5;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x000001091E7B1120>;0.8;<function swap_xo at 0x000001091A11A2A0>;False;False;0.7262915
31;100;50;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 8, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000001091E908B80>;0.2;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091EAA4720>;0.8;<function swap_xo at 0x000001091A11A2A0>;False;True;1.149926
32;500;250;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [mul, sub, div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.05, 'max_init_depth': 3, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x000001091EB4B7E0>;0.5;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x000001091E908B80>;0.8;<function swap_xo at 0x000001091A11A2A0>;True;True;0.82846105
33;25;250;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109197B66D0>, 'p_constants': 0.2, 'max_init_depth': 5, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x000001091ECFC900>;0.2;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091EA1BE20>;0.9;<function swap_xo at 0x000001091A11A2A0>;False;False;0.5532241
34;250;100;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [mul, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.2, 'max_init_depth': 4, 'max_depth': 5, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_double_tournament.<locals>.double_tournament at 0x000001091F13A7A0>;0.05;<function prm_subtree_mtn.<locals>.subtree_mtn at 0x000001091ECFE5C0>;0.5;<function swap_xo at 0x000001091A11A2A0>;False;True;0.79664177
35;500;25;<function grow at 0x000001091A119A80>;{'n_dims': 12, 'function_set': [sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109170B7890>, 'p_constants': 0.05, 'max_init_depth': 5, 'max_depth': 7, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x000001091F37DE40>;0.05;<function prm_hoist_mtn.<locals>.hoist_mtn at 0x000001091EDB8E00>;0.8;<function swap_xo at 0x000001091A11A2A0>;False;False;0.87018406
36;25;100;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001091A134950>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_rank_selection.<locals>.rank_selection at 0x000001091F3B32E0>;0.2;<function prm_point_mtn.<locals>.point_mtn at 0x000001091F468400>;0.8;<function swap_xo at 0x000001091A11A2A0>;False;False;1.8446744073709555e+18
37;250;100;<function full at 0x000001091A119C60>;{'n_dims': 12, 'function_set': [div, mul, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x00000109197B66D0>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 6, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x000001091F53B240>;0.5;<function prm_point_mtn.<locals>.point_mtn at 0x000001091F468720>;0.8;<function swap_xo at 0x000001091A11A2A0>;True;True;0.549444
