id;fold;val_score;representation
16;0;tensor(0.2419);rep
16;1;tensor(0.2422);rep
16;2;tensor(0.2424);rep
16;3;tensor(0.2342);rep
16;4;tensor(0.2428);rep
16;5;tensor(0.2444);rep
16;6;tensor(0.2449);rep
16;7;tensor(0.2455);rep
16;8;tensor(0.2400);rep
16;9;tensor(0.2457);rep
