id;fold;val_score;representation
1;0;tensor(0.5289, grad_fn=<SqrtBackward0>);repr
1;1;tensor(0.4582, grad_fn=<SqrtBackward0>);repr
1;2;tensor(0.5829, grad_fn=<SqrtBackward0>);repr
1;3;tensor(0.5820, grad_fn=<SqrtBackward0>);repr
1;4;tensor(0.5622, grad_fn=<SqrtBackward0>);repr
1;5;tensor(0.4941, grad_fn=<SqrtBackward0>);repr
1;6;tensor(0.4428, grad_fn=<SqrtBackward0>);repr
1;7;tensor(0.4513, grad_fn=<SqrtBackward0>);repr
1;8;tensor(0.4118, grad_fn=<SqrtBackward0>);repr
1;9;tensor(0.5252, grad_fn=<SqrtBackward0>);repr
