id;fold;val_score;representation
;0;tensor(0.0777, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.0780, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.0933, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0498, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.0702, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.0645, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.0920, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.0669, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.0639, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.0671, grad_fn=<SqrtBackward0>);repr
