id;fold;val_score;representation
;0;tensor(0.0558, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.0592, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.0878, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0455, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.0706, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.0620, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.2650, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.0579, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.0661, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.0597, grad_fn=<SqrtBackward0>);repr
