id;fold;val_score;representation
;0;tensor(0.0572, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.0658, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.0648, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0465, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.0686, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.0595, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.0570, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.0555, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.0691, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.0607, grad_fn=<SqrtBackward0>);repr
