id;fold;val_score;representation
;0;tensor(0.0588, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.0698, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.0641, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0443, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.0618, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.0660, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.0642, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.0550, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.0672, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.0651, grad_fn=<SqrtBackward0>);repr
