id;fold;val_score;representation
;0;tensor(0.0572, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.0751, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.0660, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0904, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1023, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.0689, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.0759, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.0589, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1299, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.1135, grad_fn=<SqrtBackward0>);repr
