id;fold;val_score;representation
;0;tensor(2.5286, grad_fn=<SqrtBackward0>);repr
;1;tensor(2.4137, grad_fn=<SqrtBackward0>);repr
;2;tensor(3.1326, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.3934, grad_fn=<SqrtBackward0>);repr
;4;tensor(1.5226, grad_fn=<SqrtBackward0>);repr
;5;tensor(1.7544, grad_fn=<SqrtBackward0>);repr
;6;tensor(3.6449, grad_fn=<SqrtBackward0>);repr
;7;tensor(1.5691, grad_fn=<SqrtBackward0>);repr
;8;tensor(3.8855, grad_fn=<SqrtBackward0>);repr
;9;tensor(3.8681, grad_fn=<SqrtBackward0>);repr
