id;fold;val_score;representation
;0;tensor(4.6717, grad_fn=<SqrtBackward0>);repr
;1;tensor(5.4949, grad_fn=<SqrtBackward0>);repr
;2;tensor(5.4403, grad_fn=<SqrtBackward0>);repr
;3;tensor(4.6019, grad_fn=<SqrtBackward0>);repr
;4;tensor(4.5638, grad_fn=<SqrtBackward0>);repr
;5;tensor(4.8279, grad_fn=<SqrtBackward0>);repr
;6;tensor(5.1467, grad_fn=<SqrtBackward0>);repr
;7;tensor(4.8484, grad_fn=<SqrtBackward0>);repr
;8;tensor(4.6650, grad_fn=<SqrtBackward0>);repr
;9;tensor(4.4349, grad_fn=<SqrtBackward0>);repr
