id;fold;val_score;representation
;0;tensor(0.0655, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.0591, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.0750, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0791, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.0727, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.0689, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.0610, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.0654, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.0602, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.0637, grad_fn=<SqrtBackward0>);repr
