id;fold;val_score;representation
;0;tensor(0.0916, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.1742, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.1434, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0957, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.0855, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.0766, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.1197, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1068, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1185, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.0816, grad_fn=<SqrtBackward0>);repr
