id;fold;val_score;representation
;0;tensor(0.0705, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.0624, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.0721, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0748, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.0876, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.0730, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.0732, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.0827, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.0753, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.0640, grad_fn=<SqrtBackward0>);repr
