id;fold;val_score;representation
;0;tensor(0.0608, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.0654, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.0664, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0674, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.0678, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.0703, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.0589, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.0632, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.0624, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.0644, grad_fn=<SqrtBackward0>);repr
