id;fold;val_score;representation
;0;tensor(0.7535, grad_fn=<SqrtBackward0>);repr
;1;tensor(1.5665, grad_fn=<SqrtBackward0>);repr
;2;tensor(2.3144, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0601, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.2342, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.0651, grad_fn=<SqrtBackward0>);repr
;6;tensor(2.2727, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1361, grad_fn=<SqrtBackward0>);repr
;8;tensor(1.1681, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.7840, grad_fn=<SqrtBackward0>);repr
