id;fold;val_score;representation
;0;tensor(0.1646, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.1827, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.1124, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.0849, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.1294, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.1395, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.1201, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.1201, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.1215, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.1045, grad_fn=<SqrtBackward0>);repr
