id;fold;val_score;representation
;0;tensor(3.7104, grad_fn=<SqrtBackward0>);repr
;1;tensor(4.7924, grad_fn=<SqrtBackward0>);repr
;2;tensor(4.1754, grad_fn=<SqrtBackward0>);repr
;3;tensor(3.5214, grad_fn=<SqrtBackward0>);repr
;4;tensor(4.9353, grad_fn=<SqrtBackward0>);repr
;5;tensor(4.0647, grad_fn=<SqrtBackward0>);repr
;6;tensor(4.7163, grad_fn=<SqrtBackward0>);repr
;7;tensor(4.2218, grad_fn=<SqrtBackward0>);repr
;8;tensor(4.5067, grad_fn=<SqrtBackward0>);repr
;9;tensor(4.4539, grad_fn=<SqrtBackward0>);repr
