id;fold;val_score;representation
;0;tensor(5.0858, grad_fn=<SqrtBackward0>);repr
;1;tensor(4.6443, grad_fn=<SqrtBackward0>);repr
;2;tensor(4.8512, grad_fn=<SqrtBackward0>);repr
;3;tensor(4.8581, grad_fn=<SqrtBackward0>);repr
;4;tensor(4.4729, grad_fn=<SqrtBackward0>);repr
;5;tensor(4.4842, grad_fn=<SqrtBackward0>);repr
;6;tensor(4.7315, grad_fn=<SqrtBackward0>);repr
;7;tensor(4.7038, grad_fn=<SqrtBackward0>);repr
;8;tensor(4.9002, grad_fn=<SqrtBackward0>);repr
;9;tensor(5.3328, grad_fn=<SqrtBackward0>);repr
