id;fold;val_score;representation
;0;tensor(0.5321, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.4626, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.5762, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.5773, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.5506, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.4876, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.4643, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.4515, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.4192, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.5416, grad_fn=<SqrtBackward0>);repr
