id;fold;val_score;representation
;0;tensor(1.5971, grad_fn=<SqrtBackward0>);repr
;1;tensor(1.8855, grad_fn=<SqrtBackward0>);repr
;2;tensor(1.8777, grad_fn=<SqrtBackward0>);repr
;3;tensor(2.6213, grad_fn=<SqrtBackward0>);repr
;4;tensor(2.5887, grad_fn=<SqrtBackward0>);repr
;5;tensor(2.2549, grad_fn=<SqrtBackward0>);repr
;6;tensor(1.8348, grad_fn=<SqrtBackward0>);repr
;7;tensor(2.2217, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.7078, grad_fn=<SqrtBackward0>);repr
;9;tensor(2.7965, grad_fn=<SqrtBackward0>);repr
