id;fold;val_score;representation
;0;tensor(1.7793, grad_fn=<SqrtBackward0>);repr
;1;tensor(2.2505, grad_fn=<SqrtBackward0>);repr
;2;tensor(3.5175, grad_fn=<SqrtBackward0>);repr
;3;tensor(2.6524, grad_fn=<SqrtBackward0>);repr
;4;tensor(2.6559, grad_fn=<SqrtBackward0>);repr
;5;tensor(1.7329, grad_fn=<SqrtBackward0>);repr
;6;tensor(1.6560, grad_fn=<SqrtBackward0>);repr
;7;tensor(2.7614, grad_fn=<SqrtBackward0>);repr
;8;tensor(2.9369, grad_fn=<SqrtBackward0>);repr
;9;tensor(2.3739, grad_fn=<SqrtBackward0>);repr
