id;fold;val_score;representation
;0;tensor(3.5688, grad_fn=<SqrtBackward0>);repr
;1;tensor(3.6473, grad_fn=<SqrtBackward0>);repr
;2;tensor(3.8025, grad_fn=<SqrtBackward0>);repr
;3;tensor(3.4589, grad_fn=<SqrtBackward0>);repr
;4;tensor(4.0931, grad_fn=<SqrtBackward0>);repr
;5;tensor(4.0228, grad_fn=<SqrtBackward0>);repr
;6;tensor(4.1903, grad_fn=<SqrtBackward0>);repr
;7;tensor(3.6566, grad_fn=<SqrtBackward0>);repr
;8;tensor(3.5799, grad_fn=<SqrtBackward0>);repr
;9;tensor(3.6581, grad_fn=<SqrtBackward0>);repr
