id;fold;val_score;representation
;0;tensor(0.7189, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.5490, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.6218, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.7370, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.5928, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.6325, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.6656, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.4458, grad_fn=<SqrtBackward0>);repr
;8;tensor(1.0295, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.6887, grad_fn=<SqrtBackward0>);repr
