id;fold;val_score;representation
;0;tensor(0.5518, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.4596, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.5674, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.5662, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.5486, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.4949, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.4655, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.4663, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.4105, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.5628, grad_fn=<SqrtBackward0>);repr
