id;fold;val_score;representation
;0;tensor(0.5640, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.5248, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.6206, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.5961, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.6667, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.6209, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.5201, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.6143, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.5573, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.6913, grad_fn=<SqrtBackward0>);repr
