id;epoch;train_score;val_score
0;tensor(3.7339, grad_fn=<SqrtBackward0>);tensor(3.8970, grad_fn=<SqrtBackward0>)
1;tensor(3.6600, grad_fn=<SqrtBackward0>);tensor(3.8230, grad_fn=<SqrtBackward0>)
2;tensor(3.5801, grad_fn=<SqrtBackward0>);tensor(3.7429, grad_fn=<SqrtBackward0>)
3;tensor(3.4944, grad_fn=<SqrtBackward0>);tensor(3.6571, grad_fn=<SqrtBackward0>)
4;tensor(3.4033, grad_fn=<SqrtBackward0>);tensor(3.5660, grad_fn=<SqrtBackward0>)
5;tensor(3.3069, grad_fn=<SqrtBackward0>);tensor(3.4695, grad_fn=<SqrtBackward0>)
6;tensor(3.2051, grad_fn=<SqrtBackward0>);tensor(3.3678, grad_fn=<SqrtBackward0>)
7;tensor(3.0980, grad_fn=<SqrtBackward0>);tensor(3.2607, grad_fn=<SqrtBackward0>)
8;tensor(2.9852, grad_fn=<SqrtBackward0>);tensor(3.1481, grad_fn=<SqrtBackward0>)
9;tensor(2.8668, grad_fn=<SqrtBackward0>);tensor(3.0297, grad_fn=<SqrtBackward0>)
10;tensor(2.7423, grad_fn=<SqrtBackward0>);tensor(2.9054, grad_fn=<SqrtBackward0>)
11;tensor(2.6116, grad_fn=<SqrtBackward0>);tensor(2.7748, grad_fn=<SqrtBackward0>)
12;tensor(2.4744, grad_fn=<SqrtBackward0>);tensor(2.6378, grad_fn=<SqrtBackward0>)
13;tensor(2.3304, grad_fn=<SqrtBackward0>);tensor(2.4940, grad_fn=<SqrtBackward0>)
14;tensor(2.1795, grad_fn=<SqrtBackward0>);tensor(2.3434, grad_fn=<SqrtBackward0>)
15;tensor(2.0215, grad_fn=<SqrtBackward0>);tensor(2.1860, grad_fn=<SqrtBackward0>)
16;tensor(1.8568, grad_fn=<SqrtBackward0>);tensor(2.0220, grad_fn=<SqrtBackward0>)
17;tensor(1.6857, grad_fn=<SqrtBackward0>);tensor(1.8519, grad_fn=<SqrtBackward0>)
18;tensor(1.5092, grad_fn=<SqrtBackward0>);tensor(1.6768, grad_fn=<SqrtBackward0>)
19;tensor(1.3295, grad_fn=<SqrtBackward0>);tensor(1.4986, grad_fn=<SqrtBackward0>)
20;tensor(1.1504, grad_fn=<SqrtBackward0>);tensor(1.3211, grad_fn=<SqrtBackward0>)
21;tensor(0.9796, grad_fn=<SqrtBackward0>);tensor(1.1515, grad_fn=<SqrtBackward0>)
22;tensor(0.8306, grad_fn=<SqrtBackward0>);tensor(1.0025, grad_fn=<SqrtBackward0>)
23;tensor(0.7167, grad_fn=<SqrtBackward0>);tensor(0.8862, grad_fn=<SqrtBackward0>)
24;tensor(0.6391, grad_fn=<SqrtBackward0>);tensor(0.8035, grad_fn=<SqrtBackward0>)
25;tensor(0.5907, grad_fn=<SqrtBackward0>);tensor(0.7483, grad_fn=<SqrtBackward0>)
26;tensor(0.5621, grad_fn=<SqrtBackward0>);tensor(0.7127, grad_fn=<SqrtBackward0>)
27;tensor(0.5488, grad_fn=<SqrtBackward0>);tensor(0.6937, grad_fn=<SqrtBackward0>)
28;tensor(0.5400, grad_fn=<SqrtBackward0>);tensor(0.6800, grad_fn=<SqrtBackward0>)
29;tensor(0.5338, grad_fn=<SqrtBackward0>);tensor(0.6696, grad_fn=<SqrtBackward0>)
30;tensor(0.5292, grad_fn=<SqrtBackward0>);tensor(0.6614, grad_fn=<SqrtBackward0>)
31;tensor(0.5256, grad_fn=<SqrtBackward0>);tensor(0.6546, grad_fn=<SqrtBackward0>)
32;tensor(0.5227, grad_fn=<SqrtBackward0>);tensor(0.6489, grad_fn=<SqrtBackward0>)
33;tensor(0.5202, grad_fn=<SqrtBackward0>);tensor(0.6439, grad_fn=<SqrtBackward0>)
