id;fold;val_score;representation
;0;tensor(2.1664, grad_fn=<SqrtBackward0>);repr
;1;tensor(2.3049, grad_fn=<SqrtBackward0>);repr
;2;tensor(1.8091, grad_fn=<SqrtBackward0>);repr
;3;tensor(2.2883, grad_fn=<SqrtBackward0>);repr
;4;tensor(1.6761, grad_fn=<SqrtBackward0>);repr
;5;tensor(2.1891, grad_fn=<SqrtBackward0>);repr
;6;tensor(2.0530, grad_fn=<SqrtBackward0>);repr
;7;tensor(1.3219, grad_fn=<SqrtBackward0>);repr
;8;tensor(1.9269, grad_fn=<SqrtBackward0>);repr
;9;tensor(2.9872, grad_fn=<SqrtBackward0>);repr
