id;fold;val_score;representation
;0;tensor(4.1012, grad_fn=<SqrtBackward0>);repr
;1;tensor(3.4348, grad_fn=<SqrtBackward0>);repr
;2;tensor(3.7041, grad_fn=<SqrtBackward0>);repr
;3;tensor(3.7131, grad_fn=<SqrtBackward0>);repr
;4;tensor(3.4146, grad_fn=<SqrtBackward0>);repr
;5;tensor(3.4657, grad_fn=<SqrtBackward0>);repr
;6;tensor(3.5967, grad_fn=<SqrtBackward0>);repr
;7;tensor(3.5759, grad_fn=<SqrtBackward0>);repr
;8;tensor(3.6037, grad_fn=<SqrtBackward0>);repr
;9;tensor(4.1907, grad_fn=<SqrtBackward0>);repr
