id;fold;val_score;representation
;0;tensor(0.5859, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.4490, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.5825, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.5965, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.5552, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.5152, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.4746, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.4922, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.3912, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.5427, grad_fn=<SqrtBackward0>);repr
