id;fold;val_score;representation
;0;tensor(0.5424, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.5021, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.6163, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.5806, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.5539, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.4957, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.4462, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.4598, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.4212, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.5489, grad_fn=<SqrtBackward0>);repr
