id;fold;val_score;representation
;0;tensor(0.7404, grad_fn=<SqrtBackward0>);repr
;1;tensor(0.5209, grad_fn=<SqrtBackward0>);repr
;2;tensor(0.6453, grad_fn=<SqrtBackward0>);repr
;3;tensor(0.6202, grad_fn=<SqrtBackward0>);repr
;4;tensor(0.6337, grad_fn=<SqrtBackward0>);repr
;5;tensor(0.5579, grad_fn=<SqrtBackward0>);repr
;6;tensor(0.4966, grad_fn=<SqrtBackward0>);repr
;7;tensor(0.5415, grad_fn=<SqrtBackward0>);repr
;8;tensor(0.5394, grad_fn=<SqrtBackward0>);repr
;9;tensor(0.6373, grad_fn=<SqrtBackward0>);repr
