id;fold;val_score;representation
1;0;tensor(2.1861);"[[tensor([[ 1.3918e-01,  9.2361e-02, -5.3637e-02, -2.1845e-01],
        [ 5.8700e-02,  6.5117e-02,  8.7160e-02,  1.5727e-02],
        [-1.5925e-01, -4.4549e-01,  2.3858e-01, -2.8653e-01],
        [-6.3141e-02,  2.9526e-02,  1.8476e-01, -2.7366e-02],
        [ 8.6483e-06, -5.3723e-02,  4.9230e-02,  4.7879e-02],
        [-8.7567e-02,  2.1001e-01, -2.6034e-01, -1.6957e-02],
        [ 2.6612e-02, -1.6027e-02, -1.6815e-01,  1.5744e-01],
        [ 1.6213e-01,  7.8183e-03,  7.8632e-02,  3.1023e-01],
        [ 7.1093e-02, -5.7867e-02, -1.3406e-01, -1.7890e-01],
        [-5.2024e-02,  5.5776e-02,  2.9782e-02,  3.0480e-02],
        [-1.0200e-01,  4.4363e-02,  1.1602e-01,  1.0158e-02],
        [ 5.8499e-02, -4.6350e-02,  1.2773e-01,  4.3626e-01]]), tensor([[ 0.1080,  0.2801, -0.2124, -0.3219],
        [ 0.1604,  0.2324, -0.1791, -0.2945],
        [ 0.0979,  0.0379,  0.0449, -0.1124],
        [ 0.1911,  0.0960, -0.1401, -0.2448]]), tensor([[-0.0594,  0.0191,  0.0608,  0.0874],
        [-0.3408, -0.0749,  0.0939, -0.1874],
        [ 0.2366,  0.0530,  0.0711,  0.0377],
        [ 0.1029,  0.0441,  0.0314, -0.1463]]), tensor([[ 0.0029],
        [ 0.1746],
        [-0.1017],
        [-0.0640]])], [tensor([-0.4662, -0.2900,  0.5960,  0.8579]), tensor([ 1.1800,  2.3570, -1.2693, -0.1719]), tensor([ 1.0236,  1.4504, -0.4390, -0.0235]), tensor([2.2516])]]"
1;1;tensor(2.1838);"[[tensor([[ 1.3918e-01,  9.2361e-02, -5.3637e-02, -2.1845e-01],
        [ 5.8700e-02,  6.5117e-02,  8.7160e-02,  1.5727e-02],
        [-1.5925e-01, -4.4549e-01,  2.3858e-01, -2.8653e-01],
        [-6.3141e-02,  2.9526e-02,  1.8476e-01, -2.7366e-02],
        [ 8.6483e-06, -5.3723e-02,  4.9230e-02,  4.7879e-02],
        [-8.7567e-02,  2.1001e-01, -2.6034e-01, -1.6957e-02],
        [ 2.6612e-02, -1.6027e-02, -1.6815e-01,  1.5744e-01],
        [ 1.6213e-01,  7.8183e-03,  7.8632e-02,  3.1023e-01],
        [ 7.1093e-02, -5.7867e-02, -1.3406e-01, -1.7890e-01],
        [-5.2024e-02,  5.5776e-02,  2.9782e-02,  3.0480e-02],
        [-1.0200e-01,  4.4363e-02,  1.1602e-01,  1.0158e-02],
        [ 5.8499e-02, -4.6350e-02,  1.2773e-01,  4.3626e-01]]), tensor([[ 0.1080,  0.2801, -0.2124, -0.3219],
        [ 0.1604,  0.2324, -0.1791, -0.2945],
        [ 0.0979,  0.0379,  0.0449, -0.1124],
        [ 0.1911,  0.0960, -0.1401, -0.2448]]), tensor([[-0.0594,  0.0191,  0.0608,  0.0874],
        [-0.3408, -0.0749,  0.0939, -0.1874],
        [ 0.2366,  0.0530,  0.0711,  0.0377],
        [ 0.1029,  0.0441,  0.0314, -0.1463]]), tensor([[ 0.0029],
        [ 0.1746],
        [-0.1017],
        [-0.0640]])], [tensor([-0.4662, -0.2900,  0.5960,  0.8579]), tensor([ 1.1800,  2.3570, -1.2693, -0.1719]), tensor([ 1.0236,  1.4504, -0.4390, -0.0235]), tensor([2.2516])]]"
1;2;tensor(2.1862);"[[tensor([[ 1.3918e-01,  9.2361e-02, -5.3637e-02, -2.1845e-01],
        [ 5.8700e-02,  6.5117e-02,  8.7160e-02,  1.5727e-02],
        [-1.5925e-01, -4.4549e-01,  2.3858e-01, -2.8653e-01],
        [-6.3141e-02,  2.9526e-02,  1.8476e-01, -2.7366e-02],
        [ 8.6483e-06, -5.3723e-02,  4.9230e-02,  4.7879e-02],
        [-8.7567e-02,  2.1001e-01, -2.6034e-01, -1.6957e-02],
        [ 2.6612e-02, -1.6027e-02, -1.6815e-01,  1.5744e-01],
        [ 1.6213e-01,  7.8183e-03,  7.8632e-02,  3.1023e-01],
        [ 7.1093e-02, -5.7867e-02, -1.3406e-01, -1.7890e-01],
        [-5.2024e-02,  5.5776e-02,  2.9782e-02,  3.0480e-02],
        [-1.0200e-01,  4.4363e-02,  1.1602e-01,  1.0158e-02],
        [ 5.8499e-02, -4.6350e-02,  1.2773e-01,  4.3626e-01]]), tensor([[ 0.1080,  0.2801, -0.2124, -0.3219],
        [ 0.1604,  0.2324, -0.1791, -0.2945],
        [ 0.0979,  0.0379,  0.0449, -0.1124],
        [ 0.1911,  0.0960, -0.1401, -0.2448]]), tensor([[-0.0594,  0.0191,  0.0608,  0.0874],
        [-0.3408, -0.0749,  0.0939, -0.1874],
        [ 0.2366,  0.0530,  0.0711,  0.0377],
        [ 0.1029,  0.0441,  0.0314, -0.1463]]), tensor([[ 0.0029],
        [ 0.1746],
        [-0.1017],
        [-0.0640]])], [tensor([-0.4662, -0.2900,  0.5960,  0.8579]), tensor([ 1.1800,  2.3570, -1.2693, -0.1719]), tensor([ 1.0236,  1.4504, -0.4390, -0.0235]), tensor([2.2516])]]"
1;3;tensor(2.1885);"[[tensor([[ 1.3918e-01,  9.2361e-02, -5.3637e-02, -2.1845e-01],
        [ 5.8700e-02,  6.5117e-02,  8.7160e-02,  1.5727e-02],
        [-1.5925e-01, -4.4549e-01,  2.3858e-01, -2.8653e-01],
        [-6.3141e-02,  2.9526e-02,  1.8476e-01, -2.7366e-02],
        [ 8.6483e-06, -5.3723e-02,  4.9230e-02,  4.7879e-02],
        [-8.7567e-02,  2.1001e-01, -2.6034e-01, -1.6957e-02],
        [ 2.6612e-02, -1.6027e-02, -1.6815e-01,  1.5744e-01],
        [ 1.6213e-01,  7.8183e-03,  7.8632e-02,  3.1023e-01],
        [ 7.1093e-02, -5.7867e-02, -1.3406e-01, -1.7890e-01],
        [-5.2024e-02,  5.5776e-02,  2.9782e-02,  3.0480e-02],
        [-1.0200e-01,  4.4363e-02,  1.1602e-01,  1.0158e-02],
        [ 5.8499e-02, -4.6350e-02,  1.2773e-01,  4.3626e-01]]), tensor([[ 0.1080,  0.2801, -0.2124, -0.3219],
        [ 0.1604,  0.2324, -0.1791, -0.2945],
        [ 0.0979,  0.0379,  0.0449, -0.1124],
        [ 0.1911,  0.0960, -0.1401, -0.2448]]), tensor([[-0.0594,  0.0191,  0.0608,  0.0874],
        [-0.3408, -0.0749,  0.0939, -0.1874],
        [ 0.2366,  0.0530,  0.0711,  0.0377],
        [ 0.1029,  0.0441,  0.0314, -0.1463]]), tensor([[ 0.0029],
        [ 0.1746],
        [-0.1017],
        [-0.0640]])], [tensor([-0.4662, -0.2900,  0.5960,  0.8579]), tensor([ 1.1800,  2.3570, -1.2693, -0.1719]), tensor([ 1.0236,  1.4504, -0.4390, -0.0235]), tensor([2.2516])]]"
1;4;tensor(2.1880);"[[tensor([[ 1.3918e-01,  9.2361e-02, -5.3637e-02, -2.1845e-01],
        [ 5.8700e-02,  6.5117e-02,  8.7160e-02,  1.5727e-02],
        [-1.5925e-01, -4.4549e-01,  2.3858e-01, -2.8653e-01],
        [-6.3141e-02,  2.9526e-02,  1.8476e-01, -2.7366e-02],
        [ 8.6483e-06, -5.3723e-02,  4.9230e-02,  4.7879e-02],
        [-8.7567e-02,  2.1001e-01, -2.6034e-01, -1.6957e-02],
        [ 2.6612e-02, -1.6027e-02, -1.6815e-01,  1.5744e-01],
        [ 1.6213e-01,  7.8183e-03,  7.8632e-02,  3.1023e-01],
        [ 7.1093e-02, -5.7867e-02, -1.3406e-01, -1.7890e-01],
        [-5.2024e-02,  5.5776e-02,  2.9782e-02,  3.0480e-02],
        [-1.0200e-01,  4.4363e-02,  1.1602e-01,  1.0158e-02],
        [ 5.8499e-02, -4.6350e-02,  1.2773e-01,  4.3626e-01]]), tensor([[ 0.1080,  0.2801, -0.2124, -0.3219],
        [ 0.1604,  0.2324, -0.1791, -0.2945],
        [ 0.0979,  0.0379,  0.0449, -0.1124],
        [ 0.1911,  0.0960, -0.1401, -0.2448]]), tensor([[-0.0594,  0.0191,  0.0608,  0.0874],
        [-0.3408, -0.0749,  0.0939, -0.1874],
        [ 0.2366,  0.0530,  0.0711,  0.0377],
        [ 0.1029,  0.0441,  0.0314, -0.1463]]), tensor([[ 0.0029],
        [ 0.1746],
        [-0.1017],
        [-0.0640]])], [tensor([-0.4662, -0.2900,  0.5960,  0.8579]), tensor([ 1.1800,  2.3570, -1.2693, -0.1719]), tensor([ 1.0236,  1.4504, -0.4390, -0.0235]), tensor([2.2516])]]"
1;5;tensor(2.1855);"[[tensor([[ 1.3918e-01,  9.2361e-02, -5.3637e-02, -2.1845e-01],
        [ 5.8700e-02,  6.5117e-02,  8.7160e-02,  1.5727e-02],
        [-1.5925e-01, -4.4549e-01,  2.3858e-01, -2.8653e-01],
        [-6.3141e-02,  2.9526e-02,  1.8476e-01, -2.7366e-02],
        [ 8.6483e-06, -5.3723e-02,  4.9230e-02,  4.7879e-02],
        [-8.7567e-02,  2.1001e-01, -2.6034e-01, -1.6957e-02],
        [ 2.6612e-02, -1.6027e-02, -1.6815e-01,  1.5744e-01],
        [ 1.6213e-01,  7.8183e-03,  7.8632e-02,  3.1023e-01],
        [ 7.1093e-02, -5.7867e-02, -1.3406e-01, -1.7890e-01],
        [-5.2024e-02,  5.5776e-02,  2.9782e-02,  3.0480e-02],
        [-1.0200e-01,  4.4363e-02,  1.1602e-01,  1.0158e-02],
        [ 5.8499e-02, -4.6350e-02,  1.2773e-01,  4.3626e-01]]), tensor([[ 0.1080,  0.2801, -0.2124, -0.3219],
        [ 0.1604,  0.2324, -0.1791, -0.2945],
        [ 0.0979,  0.0379,  0.0449, -0.1124],
        [ 0.1911,  0.0960, -0.1401, -0.2448]]), tensor([[-0.0594,  0.0191,  0.0608,  0.0874],
        [-0.3408, -0.0749,  0.0939, -0.1874],
        [ 0.2366,  0.0530,  0.0711,  0.0377],
        [ 0.1029,  0.0441,  0.0314, -0.1463]]), tensor([[ 0.0029],
        [ 0.1746],
        [-0.1017],
        [-0.0640]])], [tensor([-0.4662, -0.2900,  0.5960,  0.8579]), tensor([ 1.1800,  2.3570, -1.2693, -0.1719]), tensor([ 1.0236,  1.4504, -0.4390, -0.0235]), tensor([2.2516])]]"
1;6;tensor(2.1859);"[[tensor([[ 1.3918e-01,  9.2361e-02, -5.3637e-02, -2.1845e-01],
        [ 5.8700e-02,  6.5117e-02,  8.7160e-02,  1.5727e-02],
        [-1.5925e-01, -4.4549e-01,  2.3858e-01, -2.8653e-01],
        [-6.3141e-02,  2.9526e-02,  1.8476e-01, -2.7366e-02],
        [ 8.6483e-06, -5.3723e-02,  4.9230e-02,  4.7879e-02],
        [-8.7567e-02,  2.1001e-01, -2.6034e-01, -1.6957e-02],
        [ 2.6612e-02, -1.6027e-02, -1.6815e-01,  1.5744e-01],
        [ 1.6213e-01,  7.8183e-03,  7.8632e-02,  3.1023e-01],
        [ 7.1093e-02, -5.7867e-02, -1.3406e-01, -1.7890e-01],
        [-5.2024e-02,  5.5776e-02,  2.9782e-02,  3.0480e-02],
        [-1.0200e-01,  4.4363e-02,  1.1602e-01,  1.0158e-02],
        [ 5.8499e-02, -4.6350e-02,  1.2773e-01,  4.3626e-01]]), tensor([[ 0.1080,  0.2801, -0.2124, -0.3219],
        [ 0.1604,  0.2324, -0.1791, -0.2945],
        [ 0.0979,  0.0379,  0.0449, -0.1124],
        [ 0.1911,  0.0960, -0.1401, -0.2448]]), tensor([[-0.0594,  0.0191,  0.0608,  0.0874],
        [-0.3408, -0.0749,  0.0939, -0.1874],
        [ 0.2366,  0.0530,  0.0711,  0.0377],
        [ 0.1029,  0.0441,  0.0314, -0.1463]]), tensor([[ 0.0029],
        [ 0.1746],
        [-0.1017],
        [-0.0640]])], [tensor([-0.4662, -0.2900,  0.5960,  0.8579]), tensor([ 1.1800,  2.3570, -1.2693, -0.1719]), tensor([ 1.0236,  1.4504, -0.4390, -0.0235]), tensor([2.2516])]]"
1;7;tensor(2.1878);"[[tensor([[ 1.3918e-01,  9.2361e-02, -5.3637e-02, -2.1845e-01],
        [ 5.8700e-02,  6.5117e-02,  8.7160e-02,  1.5727e-02],
        [-1.5925e-01, -4.4549e-01,  2.3858e-01, -2.8653e-01],
        [-6.3141e-02,  2.9526e-02,  1.8476e-01, -2.7366e-02],
        [ 8.6483e-06, -5.3723e-02,  4.9230e-02,  4.7879e-02],
        [-8.7567e-02,  2.1001e-01, -2.6034e-01, -1.6957e-02],
        [ 2.6612e-02, -1.6027e-02, -1.6815e-01,  1.5744e-01],
        [ 1.6213e-01,  7.8183e-03,  7.8632e-02,  3.1023e-01],
        [ 7.1093e-02, -5.7867e-02, -1.3406e-01, -1.7890e-01],
        [-5.2024e-02,  5.5776e-02,  2.9782e-02,  3.0480e-02],
        [-1.0200e-01,  4.4363e-02,  1.1602e-01,  1.0158e-02],
        [ 5.8499e-02, -4.6350e-02,  1.2773e-01,  4.3626e-01]]), tensor([[ 0.1080,  0.2801, -0.2124, -0.3219],
        [ 0.1604,  0.2324, -0.1791, -0.2945],
        [ 0.0979,  0.0379,  0.0449, -0.1124],
        [ 0.1911,  0.0960, -0.1401, -0.2448]]), tensor([[-0.0594,  0.0191,  0.0608,  0.0874],
        [-0.3408, -0.0749,  0.0939, -0.1874],
        [ 0.2366,  0.0530,  0.0711,  0.0377],
        [ 0.1029,  0.0441,  0.0314, -0.1463]]), tensor([[ 0.0029],
        [ 0.1746],
        [-0.1017],
        [-0.0640]])], [tensor([-0.4662, -0.2900,  0.5960,  0.8579]), tensor([ 1.1800,  2.3570, -1.2693, -0.1719]), tensor([ 1.0236,  1.4504, -0.4390, -0.0235]), tensor([2.2516])]]"
1;8;tensor(2.1864);"[[tensor([[ 1.3918e-01,  9.2361e-02, -5.3637e-02, -2.1845e-01],
        [ 5.8700e-02,  6.5117e-02,  8.7160e-02,  1.5727e-02],
        [-1.5925e-01, -4.4549e-01,  2.3858e-01, -2.8653e-01],
        [-6.3141e-02,  2.9526e-02,  1.8476e-01, -2.7366e-02],
        [ 8.6483e-06, -5.3723e-02,  4.9230e-02,  4.7879e-02],
        [-8.7567e-02,  2.1001e-01, -2.6034e-01, -1.6957e-02],
        [ 2.6612e-02, -1.6027e-02, -1.6815e-01,  1.5744e-01],
        [ 1.6213e-01,  7.8183e-03,  7.8632e-02,  3.1023e-01],
        [ 7.1093e-02, -5.7867e-02, -1.3406e-01, -1.7890e-01],
        [-5.2024e-02,  5.5776e-02,  2.9782e-02,  3.0480e-02],
        [-1.0200e-01,  4.4363e-02,  1.1602e-01,  1.0158e-02],
        [ 5.8499e-02, -4.6350e-02,  1.2773e-01,  4.3626e-01]]), tensor([[ 0.1080,  0.2801, -0.2124, -0.3219],
        [ 0.1604,  0.2324, -0.1791, -0.2945],
        [ 0.0979,  0.0379,  0.0449, -0.1124],
        [ 0.1911,  0.0960, -0.1401, -0.2448]]), tensor([[-0.0594,  0.0191,  0.0608,  0.0874],
        [-0.3408, -0.0749,  0.0939, -0.1874],
        [ 0.2366,  0.0530,  0.0711,  0.0377],
        [ 0.1029,  0.0441,  0.0314, -0.1463]]), tensor([[ 0.0029],
        [ 0.1746],
        [-0.1017],
        [-0.0640]])], [tensor([-0.4662, -0.2900,  0.5960,  0.8579]), tensor([ 1.1800,  2.3570, -1.2693, -0.1719]), tensor([ 1.0236,  1.4504, -0.4390, -0.0235]), tensor([2.2516])]]"
1;9;tensor(2.1834);"[[tensor([[ 1.3918e-01,  9.2361e-02, -5.3637e-02, -2.1845e-01],
        [ 5.8700e-02,  6.5117e-02,  8.7160e-02,  1.5727e-02],
        [-1.5925e-01, -4.4549e-01,  2.3858e-01, -2.8653e-01],
        [-6.3141e-02,  2.9526e-02,  1.8476e-01, -2.7366e-02],
        [ 8.6483e-06, -5.3723e-02,  4.9230e-02,  4.7879e-02],
        [-8.7567e-02,  2.1001e-01, -2.6034e-01, -1.6957e-02],
        [ 2.6612e-02, -1.6027e-02, -1.6815e-01,  1.5744e-01],
        [ 1.6213e-01,  7.8183e-03,  7.8632e-02,  3.1023e-01],
        [ 7.1093e-02, -5.7867e-02, -1.3406e-01, -1.7890e-01],
        [-5.2024e-02,  5.5776e-02,  2.9782e-02,  3.0480e-02],
        [-1.0200e-01,  4.4363e-02,  1.1602e-01,  1.0158e-02],
        [ 5.8499e-02, -4.6350e-02,  1.2773e-01,  4.3626e-01]]), tensor([[ 0.1080,  0.2801, -0.2124, -0.3219],
        [ 0.1604,  0.2324, -0.1791, -0.2945],
        [ 0.0979,  0.0379,  0.0449, -0.1124],
        [ 0.1911,  0.0960, -0.1401, -0.2448]]), tensor([[-0.0594,  0.0191,  0.0608,  0.0874],
        [-0.3408, -0.0749,  0.0939, -0.1874],
        [ 0.2366,  0.0530,  0.0711,  0.0377],
        [ 0.1029,  0.0441,  0.0314, -0.1463]]), tensor([[ 0.0029],
        [ 0.1746],
        [-0.1017],
        [-0.0640]])], [tensor([-0.4662, -0.2900,  0.5960,  0.8579]), tensor([ 1.1800,  2.3570, -1.2693, -0.1719]), tensor([ 1.0236,  1.4504, -0.4390, -0.0235]), tensor([2.2516])]]"
