lactation,dim,forage_kg_day,rumination_min_day,milk_kg_day,milk_kg_min_robot,milkings_day,errors_by_100_milkings,high_cdt_by_100_milkings,watery_by_100_milkings,refusals_by_milking,colostrum_separated_kg
0.4109646932492242,-0.31765277101438044,0.45849166844917816,-0.840418529319364,-0.05613052698858373,-1.1789701057118451,1.295451845001635,1.1721864676878997,-0.37829633190616685,-0.3351003640362129,1.7673502798050889,-1.1110309199529553
-1.0106441396842267,-1.6283001531440444,-0.20882055742481653,-1.3807216549989936,-1.3750779736145549,0.6448080233432891,-1.2146438594969937,-0.39634565334319216,-0.37829633190616685,-0.3351003640362129,0.025698711319715337,-1.1110309199529553
-1.0106441396842267,-0.07238314472147055,0.5721516558020119,-1.6591064871388015,-0.39337281257841367,-0.5104561028770739,0.8192673364736949,-1.3810453968641208,-0.37829633190616685,-0.3351003640362129,1.4612315986046953,-1.1110309199529553
0.4109646932492242,0.355794371664782,2.3431678231329345,0.200343865163511,1.5130063267827243,0.9361090937646315,2.1272685874876367,0.9388704596249385,2.6519655567563487,3.108251302571158,1.3790638373313409,1.0716695918767847
0.4109646932492242,1.3420965806354317,-0.932788947052303,0.6687384505233068,0.8291668825455047,-0.4094692827986715,-0.933275745321064,0.40341235050531116,2.8310793400442216,3.1382258940619328,-0.933355342475291,0.2598148672773917
1.8152058893131895,1.0766643212611424,0.7425101022163401,0.012211154589374919,0.723394692173061,-0.6987306343379092,-0.25632062423482654,0.4838519328543181,-0.37829633190616685,-0.3351003640362129,-0.8483241354683593,0.7229824726833949
0.4109646932492242,-0.5871171762508034,-2.506500701977014,0.16649823285520773,-0.7237507089002266,-1.5650064736638645,0.17865637579351673,2.222379695171275,-0.37829633190616685,-0.3351003640362129,0.03741862652139806,-1.1110309199529553
0.4109646932492242,-0.7960686901892736,1.9418943315140798,2.4270089061917233,1.3287729448198402,-0.3772390922867104,1.3384026292841926,-0.2767095053212127,-0.37829633190616685,-0.3351003640362129,0.8877828030559524,1.018316561288069
1.6570292238567499,-1.5194055620764724,-0.8015113089556697,-1.1009466964992973,1.0752231955720017,0.41470877563967967,-0.547255380086048,0.05678149783723945,-0.37829633190616685,-0.3351003640362129,-1.1909048438612706,1.3502834345846502
-1.0106441396842267,-0.2097368801157861,0.4160740311188938,-1.3732665180450045,-0.8591147153086424,-0.3852824824916965,0.23760637107489777,-1.3810453968641208,-0.37829633190616685,-0.3351003640362129,0.8372812215231661,-1.1110309199529553
0.4109646932492242,0.15133158451323278,2.139389336362251,0.5118698069155989,2.3222344394669334,0.6606300458059404,1.0821636500473337,0.20344654601858728,-0.37829633190616685,-0.3351003640362129,-0.15426706331666337,1.2560916781352771
-1.0106441396842267,-0.6689647347907748,0.427735712341005,0.9156692369195361,-0.32988058732299286,-0.11538332269587083,-0.31690832799175495,-0.03226619688504418,-0.37829633190616685,-0.3351003640362129,-0.7328846454006873,-1.1110309199529553
-1.0106441396842267,-1.020151738298098,0.988611027111115,0.1302822448953731,0.7605949465686198,-1.2280519020147966,0.7372961155401324,0.17433031034691945,-0.37829633190616685,-0.3351003640362129,0.10668479369515524,0.31799276180670744
0.4109646932492242,-2.77197444907388,1.2228668628984036,-0.6394481300228085,0.2994412611759648,0.7432610212146316,0.222520396621294,1.4693723362455238,-0.37829633190616685,3.137981164828387,0.28588289463345673,-1.1110309199529553
0.4109646932492242,0.18166934547506494,1.173052570643653,0.6003627721860232,1.2521948160186696,-1.9339397854993812,2.0910035493215076,-0.14725025121134847,-0.37829633190616685,-0.3351003640362129,0.6929993160299348,-1.1110309199529553
-1.0106441396842267,-0.006371758549830847,0.12270189322341647,-1.538726079043114,-1.4428897891666657,0.23371997537307268,0.02861645075919834,0.9914031266828216,-0.37829633190616685,-0.3351003640362129,1.5732323682919498,-1.1110309199529553
0.4109646932492242,0.8065855651653998,-0.5087180650794051,0.06214141906738618,-0.9683593998805105,-0.022390527566802397,0.3816919079943063,-0.714265859196574,-0.37829633190616685,-0.3351003640362129,0.6429481473873365,0.4273813879183099
1.0607410067710932,1.1519009752452551,0.16975181310059625,-0.050180927779202585,1.331437333515336,0.013497473628855897,0.05237075782554652,-1.3810453968641208,-0.37829633190616685,-0.3351003640362129,-0.7447890860912003,0.371357932381253
1.4258835111005557,-0.9286173488124071,1.5665779701440081,0.6915153915372152,1.246912378229379,-1.7706976385728004,0.5511756487387276,-1.3810453968641208,-0.37829633190616685,-0.3351003640362129,0.40143407011841364,1.293098482508129
0.4109646932492242,-0.839632513367605,-1.232733027926953,-0.6242813285983438,0.6317202605656228,0.7409415690240744,-0.338376808985157,-0.34090655497159905,-0.37829633190616685,-0.3351003640362129,0.0590596115120253,0.23318414118000524
-1.0106441396842267,0.49117863600471356,0.16569683161445387,0.15643069133297005,-0.14850553578066236,-1.5336068611226454,-0.3559194826721017,-0.2641811099258114,-0.37829633190616685,-0.3351003640362129,0.6321378896703793,-1.1110309199529553
