id;ps;n_iter;initializer;sspace;selection_pressure;selection_method;mutation_prob;mutation_method;xo_prob;xo_method;has_elitism;allow_reproduction;score
1;50;1;<function grow at 0x000001AB473C1E40>;{'n_dims': 12, 'function_set': [sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000001AB473C2480>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB473C28E0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB473C2A20>;False;False;9.223372036854776e+18
2;100;2;<function full at 0x000001AB473C2020>;{'n_dims': 12, 'function_set': [sub, mul, div, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000001AB4744FD80>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB4744F7E0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB4744F6A0>;False;False;9.223372036854776e+18
3;50;2;<function full at 0x000001AB473C2020>;{'n_dims': 12, 'function_set': [sub, div, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB47042390>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x000001AB473C23E0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB4744F9C0>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB4744D9E0>;True;False;1.5534308
4;100;0;<function full at 0x000001AB473C2020>;{'n_dims': 12, 'function_set': [div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_double_tournament.<locals>.double_tournament at 0x000001AB4750D4E0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB4744F600>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB4744FD80>;False;False;0.54516816
5;200;0;<function grow at 0x000001AB473C1E40>;{'n_dims': 12, 'function_set': [div, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.2, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x000001AB474A34C0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB474A0180>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB474A2AC0>;True;False;0.65507257
6;200;0;<function grow at 0x000001AB473C1E40>;{'n_dims': 12, 'function_set': [sub, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB47042390>, 'p_constants': 0.3, 'max_init_depth': 3, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x000001AB474A3C40>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB474A3CE0>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB474A3920>;True;False;0.62367356
7;100;1;<function grow at 0x000001AB473C1E40>;{'n_dims': 12, 'function_set': [add, div, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.1, 'max_init_depth': 2, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.05;<function prm_double_tournament.<locals>.double_tournament at 0x000001AB474EE0C0>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB4744F9C0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB474EC680>;True;False;1.3686014
8;500;2;<function grow at 0x000001AB473C1E40>;{'n_dims': 12, 'function_set': [sub, add, mul, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000001AB4744FF60>;0.15;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB474B8F40>;0.5;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB4744F1A0>;True;False;0.7933876
9;200;1;<function full at 0x000001AB473C2020>;{'n_dims': 12, 'function_set': [mul, add, div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.3, 'max_init_depth': 1, 'max_depth': 2, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_tournament.<locals>.tournament at 0x000001AB474BB380>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB7055EDE0>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB474B8F40>;False;True;0.23017247
10;500;2;<function full at 0x000001AB473C2020>;{'n_dims': 12, 'function_set': [add, div, mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.1, 'max_init_depth': 1, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_double_tournament.<locals>.double_tournament at 0x000001AB475EF9C0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB475EC860>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB4744FF60>;False;False;9.223372036854776e+18
11;50;0;<function full at 0x000001AB473C2020>;{'n_dims': 12, 'function_set': [div, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB47042390>, 'p_constants': 0.1, 'max_init_depth': 1, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x000001AB475DC9A0>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB475DCCC0>;0.8;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB475DDBC0>;True;True;0.8309768
12;50;2;<function full at 0x000001AB473C2020>;{'n_dims': 12, 'function_set': [div, add, mul], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB47042390>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000001AB4744FF60>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB475DD1C0>;0.9;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB475DCCC0>;True;False;2.0262659
13;200;0;<function full at 0x000001AB473C2020>;{'n_dims': 12, 'function_set': [sub, div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.1, 'max_init_depth': 3, 'max_depth': 2, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_rank_selection.<locals>.rank_selection at 0x000001AB7055EDE0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB473C2840>;0.05;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB474BBCE0>;False;True;9.223372036854776e+18
14;50;2;<function full at 0x000001AB473C2020>;{'n_dims': 12, 'function_set': [mul, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.3, 'max_init_depth': 1, 'max_depth': 3, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_double_tournament.<locals>.double_tournament at 0x000001AB476740E0>;0.2;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB47675440>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB47675260>;False;True;0.63511467
15;500;2;<function grow at 0x000001AB473C1E40>;{'n_dims': 12, 'function_set': [div], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB473C8890>, 'p_constants': 0.1, 'max_init_depth': 1, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.4;<function prm_double_tournament.<locals>.double_tournament at 0x000001AB475E02C0>;0.5;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB475E3BA0>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB475E3600>;True;False;0.42196855
16;200;0;<function grow at 0x000001AB473C1E40>;{'n_dims': 12, 'function_set': [add, sub], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB47042390>, 'p_constants': 0.1, 'max_init_depth': 1, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x000001AB474B91C0>;0.05;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB4744F1A0>;0.2;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB4760ECA0>;False;True;0.78198457
17;50;1;<function full at 0x000001AB473C2020>;{'n_dims': 12, 'function_set': [mul, sub, add], 'constant_set': <gpolnel.operators.initializers.ERC object at 0x000001AB47042390>, 'p_constants': 0.05, 'max_init_depth': 1, 'max_depth': 4, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x000001AB474EE980>;0.1;<function prm_gs_mtn.<locals>.gs_mtn at 0x000001AB473C2840>;0.7;<function prm_gs_xo.<locals>.gs_xo at 0x000001AB474B8F40>;False;False;1.3720325
