id;fold;val_score;representation
95;0;tensor(0.7119);[add, 6, tensor(-0.0034)]
95;1;tensor(0.6871);[add, 6, tensor(-0.0034)]
95;2;tensor(0.7130);[add, 6, tensor(-0.0034)]
95;3;tensor(0.7153);[add, 6, tensor(-0.0034)]
95;4;tensor(0.6999);[add, 6, tensor(-0.0034)]
95;5;tensor(0.6934);[add, 6, tensor(-0.0034)]
95;6;tensor(0.7072);[add, 6, tensor(-0.0034)]
95;7;tensor(0.7041);[add, 6, tensor(-0.0034)]
95;8;tensor(0.6963);[add, 6, tensor(-0.0034)]
95;9;tensor(0.7071);[add, 6, tensor(-0.0034)]
